title,authors,summary,published,link,keyword_used
"Evaluation of dental implant stability in bone phantoms: comparison
  between a quantitative ultrasound technique and resonance frequency analysis","Romain Vayron, Vu Hieu Nguyen, Benoît Lecuelle, Guillaume Haiat","Background Resonance frequency analyses and quantitative ultrasound methods
have been suggested to assess dental implant primary stability. PurposeThe
purpose of this study was to compare the results obtained using these two
techniques applied to the same dental implants inserted in various bone
phantoms. Materials and MethodsDifferent values of trabecular bone density and
cortical thickness were considered to assess the effect of bone quality on the
respective indicators (UI and ISQ). The effect of the implant insertion depth
and of the final drill diameter was also investigated. ResultsISQ values
increase and UI values decrease as a function of trabecular density, cortical
thickness and the screwing of the implant. When the implant diameter varies,
the UI values are significantly different for all final drill diameters (except
for two), while the ISQ values are similar for all final drill diameters lower
than 3.2 mm and higher than 3.3 mm. The error on the estimation of parameters
with the QUS device is between 4 and 8 times lower compared to that made with
the RFA technique.ConclusionsThe results show that ultrasound technique
provides a better estimation of different parameters related to the implant
stability compared to the RFA technique.",2019-05-20T06:50:29Z,http://arxiv.org/abs/1905.08247v1,dental implant
Cone-beam CT for Dental Radiography,"Kaspar Höschel, Janos Juhasz","The cone beam computed tomography (CBCT) technique was first inserted in
dental imaging 15 years ago. Due to this technique 3D imaging in dentistry has
been excessively changed. The purpose beyond using CBCT instead of computed
tomography (CT) imaging is that CT can not be used in many cases in dentistry,
in addition to the higher radiation and cost of CT. Nowadays, CBCT can be
applied in diagnostics for several dental specialties because of the variety of
services it offers and the specification of use. In contrast to CT, CBCT has
shown great benefits in endodontics, implant planning oral and maxillofacial
surgery and even in orthodontics.",2018-12-10T16:13:38Z,http://arxiv.org/abs/1812.03900v1,dental implant
Two-Stream Regression Network for Dental Implant Position Prediction,"Xinquan Yang, Xuguang Li, Xuechen Li, Wenting Chen, Linlin Shen, Xin Li, Yongqiang Deng","In implant prosthesis treatment, the design of the surgical guide heavily
relies on the manual location of the implant position, which is subjective and
prone to doctor's experiences. When deep learning based methods has started to
be applied to address this problem, the space between teeth are various and
some of them might present similar texture characteristic with the actual
implant region. Both problems make a big challenge for the implant position
prediction. In this paper, we develop a two-stream implant position regression
framework (TSIPR), which consists of an implant region detector (IRD) and a
multi-scale patch embedding regression network (MSPENet), to address this
issue. For the training of IRD, we extend the original annotation to provide
additional supervisory information, which contains much more rich
characteristic and do not introduce extra labeling costs. A multi-scale patch
embedding module is designed for the MSPENet to adaptively extract features
from the images with various tooth spacing. The global-local feature
interaction block is designed to build the encoder of MSPENet, which combines
the transformer and convolution for enriched feature representation. During
inference, the RoI mask extracted from the IRD is used to refine the prediction
results of the MSPENet. Extensive experiments on a dental implant dataset
through five-fold cross-validation demonstrated that the proposed TSIPR
achieves superior performance than existing methods.",2023-05-17T08:37:26Z,http://arxiv.org/abs/2305.10044v3,dental implant
"TCEIP: Text Condition Embedded Regression Network for Dental Implant
  Position Prediction","Xinquan Yang, Jinheng Xie, Xuguang Li, Xuechen Li, Xin Li, Linlin Shen, Yongqiang Deng","When deep neural network has been proposed to assist the dentist in designing
the location of dental implant, most of them are targeting simple cases where
only one missing tooth is available. As a result, literature works do not work
well when there are multiple missing teeth and easily generate false
predictions when the teeth are sparsely distributed. In this paper, we are
trying to integrate a weak supervision text, the target region, to the implant
position regression network, to address above issues. We propose a text
condition embedded implant position regression network (TCEIP), to embed the
text condition into the encoder-decoder framework for improvement of the
regression performance. A cross-modal interaction that consists of cross-modal
attention (CMA) and knowledge alignment module (KAM) is proposed to facilitate
the interaction between features of images and texts. The CMA module performs a
cross-attention between the image feature and the text condition, and the KAM
mitigates the knowledge gap between the image feature and the image encoder of
the CLIP. Extensive experiments on a dental implant dataset through five-fold
cross-validation demonstrated that the proposed TCEIP achieves superior
performance than existing methods.",2023-06-26T03:38:43Z,http://arxiv.org/abs/2306.14406v2,dental implant
"The interplay between tissue healing and bone remodeling around
  immediately loaded tooth replacement implants","Soroush Irandoust, Sinan Muftu","Long-term bone healing/adaptation after a dental implant treatment starts
with diffusion of mesenchymal stem cells to the fracture callus and their
subsequent differentiation. The healing phase is followed by the
bone-remodeling phase. In this work, a mechano-regulatory cellular
differentiation model was used to simulate tissue healing around an immediately
loaded dental implant. All tissue types were modeled as poroelastic in the
healing phase. Material properties of the healing region were updated after
each loading cycle for 30 cycles (days). The tissue distribution in the healed
state was then used as the initial condition for the remodeling phase during
which regions healed into bone adapt their internal density with respect to a
homeostatic remodeling stimulus. The short- and long-term effects of
micro-motion on bone healing and remodeling were studied. Development of soft
tissue was observed both in the coronal region due to high fluid velocity, and
on the vertical sides of the healing-callus due to high shear stress. In cases
with small implant micromotion, tissue between the implant threads
differentiated into bone during the healing phase, but resorbed during
remodeling. In cases with large implant micromotion, higher percentage of the
healing region differentiated into soft tissue resulting in less volume
available for bone remodeling. But, the remaining bone region developed higher
density bone tissue. It was concluded that an optimal range of controlled
micromotion could be designed for a given implant in order to achieve the
desired functional properties.",2019-07-18T20:45:39Z,http://arxiv.org/abs/1907.08277v1,dental implant
"Surface texturing of Ti6Al4V alloy using femtosecond laser for superior
  antibacterial performance","Shazia Shaikh, Sunita Kedia, Deepti Singh, Mahesh Subramanian, Sucharita Sinha","Titanium and its alloy are most widely used implant materials in dental and
orthopaedic fields. However, infections occurring during implantation leads to
implant failure in most of the cases. Here, we have demonstrated antibacterial
behavior of Ti6Al4V alloy achieved when surface modified using femtosecond
laser beam. Post laser treatment conical microstructures were observed on the
Ti6Al4V alloy surface. Generation of different sub-oxide phases of titanium
dioxide were detected on laser treated samples using X-ray diffraction and
X-ray photoelectron spectroscopy. Wettability of Ti6Al4V alloy surface changed
significantly after interaction with the laser. Adhesion and growth of two gram
positive; Staphylococcus aureus and Streptococcus mutans and one gram negative
Pseudomonas aeruginosa bacteria have been explored on pristine, as well as, on
laser textured Ti6Al4V alloy surfaces. In-vitro investigation on agar plate
showed inhibition of bacterial growth on most of the laser treated surface.
Superior surface roughness and occurrence of magneli phases of titanium dioxide
on laser treated surface were probably responsible for the antibacterial
behavior exhibited by the laser treated samples. Therefore, femtosecond laser
surface treatment of Ti6Al4V alloy could find potential application in the
development of infection free medical implants for dental and orthopedic
usages.",2018-02-21T10:15:54Z,http://arxiv.org/abs/1802.07492v1,dental implant
"Effect of the geometry of butt-joint implant-supported restorations on
  the fatigue life of prosthetic screws","Mikel Armentia, Mikel Abasolo, Ibai Coria, Nicolas Saintier","Statement of problem. Dental implant geometry affects the mechanical
performance and fatigue behavior of butt-joint implant-supported restorations.
However, failure of the implant component has been generally studied by
ignoring the prosthetic screw, which is frequently the critical restoration
component Purpose. Evaluate the effect of 3 main implant geometric parameters:
the implant body diameter, the platform diameter, and the implant-abutment
connection type (external versus internal butt-joint) on the fatigue life of
the prosthetic screw. The experimental values were further compared with the
theoretical ones obtained by using a previously published methodology M&M. 4
different designs of direct-to-implant dental restorations from the
manufacturer BTI were tested. Forty-eight fatigue tests were performed in an
axial fatigue testing machine according to ISO 14801. Linear regression models,
95% interval confidence bands for the linear regression, and 95% prediction
intervals of the fatigue load-life results were obtained and compared through
an analysis of covariance to determine the influence of the 3 parameters under
study on the fatigue behavior Results. Linear regression models showed a
statistical difference when the implant body diameter was increased by 1 mm; an
average 3.5-fold increase in fatigue life was observed. Increasing the implant
abutment connection diameter by 1.4 mm also showed a significant difference,
leading to 7-fold longer fatigue life on average. No significant statistical
evidence was found to demonstrate a difference in fatigue life between internal
and external connections Conclusions. Increasing the implant platform and body
diameter significantly improved the fatigue life of the screw, whereas external
and internal connections provided similar results. In addition, experimental
results proved the accuracy of the fatigue life prediction methodology",2024-11-07T08:16:00Z,http://arxiv.org/abs/2411.04515v1,dental implant
"Radious: Unveiling the Enigma of Dental Radiology with BEIT Adaptor and
  Mask2Former in Semantic Segmentation","Mohammad Mashayekhi, Sara Ahmadi Majd, Arian Amiramjadi, Babak Mashayekhi","X-ray images are the first steps for diagnosing and further treating dental
problems. So, early diagnosis prevents the development and increase of oral and
dental diseases. In this paper, we developed a semantic segmentation algorithm
based on BEIT adaptor and Mask2Former to detect and identify teeth, roots, and
multiple dental diseases and abnormalities such as pulp chamber, restoration,
endodontics, crown, decay, pin, composite, bridge, pulpitis, orthodontics,
radicular cyst, periapical cyst, cyst, implant, and bone graft material in
panoramic, periapical, and bitewing X-ray images. We compared the result of our
algorithm to two state-of-the-art algorithms in image segmentation named:
Deeplabv3 and Segformer on our own data set. We discovered that Radious
outperformed those algorithms by increasing the mIoU scores by 9% and 33% in
Deeplabv3+ and Segformer, respectively.",2023-05-10T15:15:09Z,http://arxiv.org/abs/2305.06236v1,dental implant
"DentiBot: System Design and 6-DoF Hybrid Position/Force Control for
  Robot-Assisted Endodontic Treatment","Hao-Fang Cheng, Yi-Ching Ho, Cheng-Wei Chen","Robotic technologies are becoming increasingly popular in dentistry due to
the high level of precision required in delicate dental procedures. Most dental
robots available today are designed for implant surgery, helping dentists to
accurately place implants in the desired position and depth. In this paper, we
introduce the DentiBot, the first robot specifically designed for dental
endodontic treatment. The DentiBot is equipped with a force and torque sensor,
as well as a string-based Patient Tracking Module, allowing for real-time
monitoring of endodontic file contact and patient movement. We propose a 6-DoF
hybrid position/force controller that enables autonomous adjustment of the
surgical path and compensation for patient movement, while also providing
protection against endodontic file fracture. In addition, a file flexibility
model is incorporated to compensate for file bending. Pre-clinical evaluations
performed on acrylic root canal models and resin teeth confirm the feasibility
of the DentiBot in assisting endodontic treatment.",2023-10-15T01:04:50Z,http://arxiv.org/abs/2310.09691v1,dental implant
"Oral-3D: Reconstructing the 3D Bone Structure of Oral Cavity from 2D
  Panoramic X-ray","Weinan Song, Yuan Liang, Jiawei Yang, Kun Wang, Lei He","Panoramic X-ray (PX) provides a 2D picture of the patient's mouth in a
panoramic view to help dentists observe the invisible disease inside the gum.
However, it provides limited 2D information compared with cone-beam computed
tomography (CBCT), another dental imaging method that generates a 3D picture of
the oral cavity but with more radiation dose and a higher price. Consequently,
it is of great interest to reconstruct the 3D structure from a 2D X-ray image,
which can greatly explore the application of X-ray imaging in dental surgeries.
In this paper, we propose a framework, named Oral-3D, to reconstruct the 3D
oral cavity from a single PX image and prior information of the dental arch.
Specifically, we first train a generative model to learn the cross-dimension
transformation from 2D to 3D. Then we restore the shape of the oral cavity with
a deformation module with the dental arch curve, which can be obtained simply
by taking a photo of the patient's mouth. To be noted, Oral-3D can restore both
the density of bony tissues and the curved mandible surface. Experimental
results show that Oral-3D can efficiently and effectively reconstruct the 3D
oral structure and show critical information in clinical applications, e.g.,
tooth pulling and dental implants. To the best of our knowledge, we are the
first to explore this domain transformation problem between these two imaging
methods.",2020-03-18T18:02:57Z,http://arxiv.org/abs/2003.08413v4,dental implant
"A two-stage approach for beam hardening artifact reduction in low-dose
  dental CBCT","T. Bayaraa, C. M. Hyun, T. J. Jang, S. M. Lee, J. K. Seo","This paper presents a two-stage method for beam hardening artifact correction
of dental cone beam computerized tomography (CBCT). The proposed artifact
reduction method is designed to improve the quality of maxillofacial imaging,
where soft tissue details are not required. Compared to standard CT, the
additional difficulty of dental CBCT comes from the problems caused by offset
detector, FOV truncation, and low signal-to-noise ratio due to low X-ray
irradiation. To address these problems, the proposed method primarily performs
a sinogram adjustment in the direction of enhancing data consistency,
considering the situation according to the FOV truncation and offset detector.
This sinogram correction algorithm significantly reduces beam hardening
artifacts caused by high-density materials such as teeth, bones, and metal
implants, while tending to amplify special types of noise. To suppress such
noise, a deep convolutional neural network is complementarily used, where CT
images adjusted by the sinogram correction are used as the input of the neural
network. Numerous experiments validate that the proposed method successfully
reduces beam hardening artifacts and, in particular, has the advantage of
improving the image quality of teeth, associated with maxillofacial CBCT
imaging.",2020-10-08T05:48:31Z,http://arxiv.org/abs/2010.03778v1,dental implant
"Neural Representation-Based Method for Metal-induced Artifact Reduction
  in Dental CBCT Imaging","Hyoung Suk Park, Kiwan Jeon, Jin Keun Seo","This study introduces a novel reconstruction method for dental cone-beam
computed tomography (CBCT), focusing on effectively reducing metal-induced
artifacts commonly encountered in the presence of prevalent metallic implants.
Despite significant progress in metal artifact reduction techniques, challenges
persist owing to the intricate physical interactions between polychromatic
X-ray beams and metal objects, which are further compounded by the additional
effects associated with metal-tooth interactions and factors specific to the
dental CBCT data environment. To overcome these limitations, we propose an
implicit neural network that generates two distinct and informative tomographic
images. One image represents the monochromatic attenuation distribution at a
specific energy level, whereas the other captures the nonlinear beam-hardening
factor resulting from the polychromatic nature of X-ray beams. In contrast to
existing CT reconstruction techniques, the proposed method relies exclusively
on the Beer--Lambert law, effectively preventing the generation of
metal-induced artifacts during the backprojection process commonly implemented
in conventional methods. Extensive experimental evaluations demonstrate that
the proposed method effectively reduces metal artifacts while providing
high-quality image reconstructions, thus emphasizing the significance of the
second image in capturing the nonlinear beam-hardening factor.",2023-07-27T01:57:06Z,http://arxiv.org/abs/2307.14579v1,dental implant
"MARformer: An Efficient Metal Artifact Reduction Transformer for Dental
  CBCT Images","Yuxuan Shi, Jun Xu, Dinggang Shen","Cone Beam Computed Tomography (CBCT) plays a key role in dental diagnosis and
surgery. However, the metal teeth implants could bring annoying metal artifacts
during the CBCT imaging process, interfering diagnosis and downstream
processing such as tooth segmentation. In this paper, we develop an efficient
Transformer to perform metal artifacts reduction (MAR) from dental CBCT images.
The proposed MAR Transformer (MARformer) reduces computation complexity in the
multihead self-attention by a new Dimension-Reduced Self-Attention (DRSA)
module, based on that the CBCT images have globally similar structure. A
Patch-wise Perceptive Feed Forward Network (P2FFN) is also proposed to perceive
local image information for fine-grained restoration. Experimental results on
CBCT images with synthetic and real-world metal artifacts show that our
MARformer is efficient and outperforms previous MAR methods and two restoration
Transformers.",2023-11-16T06:02:03Z,http://arxiv.org/abs/2311.09590v2,dental implant
"Assessing the Dosimetric Effects of High-Z Titanium Implants in Proton
  Therapy Using Pixel Detectors","C. Balan, C. Granja, G. Mytsin, S. Shvidky, A. Molokanov, V. Chis, C. Oancea","This study experimentally examines the effect and changes in the delivered
fields, using water-equivalent phantoms with and without titanium (Ti) dental
implants positioned along the primary beam path. We measure in detail the
composition and spectral-tracking characterization of particles generated in
the entrance region of the Bragg curve using high-spatial resolution, spectral
and time-sensitive imaging detectors with a pixelated array provided by the
ASIC chip Timepix3. A 170 MeV proton beam was collimated and modulated in a
polymethyl methacrylate (PMMA). Placing two dental implants at the end of the
protons range in the phantom, the radiation was measured using two pixeled
detectors with Si sensors. The Timepix3 (TPX3) detectors equipped with silicon
sensors measure in detail particle fluxes, dose rates (DR) and linear energy
transfer (LET) spectra for resolved particle types. Artificial intelligence
(AI) based-trained neural networks (NN) calibrated in well-defined radiation
fields were used to analyze and identify particles based on morphology and
characteristic spectral-tracking response. The beam was characterized and
single-particle tracks were registered and decomposed into particle-type
groups. The resulting particle fluxes in both setups are resolved into three
main classes of particles: i) protons, ii) electrons and photons iii) ions.
Protons are the main particle component responsible for dose deposition.
High-energy transfer particles (HETP), namely ions exhibited differences in
both dosimetric aspects that were investigated: DR and particle fluxes, when
the Ti implants were placed in the setup. The detailed multi-parametric
information of the secondary radiation field provides a comprehensive
understanding of the impact of Ti materials in proton therapy.",2024-09-27T07:57:14Z,http://arxiv.org/abs/2409.18521v1,dental implant
"Particle Tracking, Recognition and LET Evaluation of Out-of-Field Proton
  Therapy Delivered to a Phantom with Implants","Cristina Balan, Carlos Granja, Gennady Mytsin, Sergey Shvidky, Alexander Molokanov, Lukas Marek, Vasile Chis, Cristina Oancea","This study aims to assess the composition of scattered particles generated in
proton therapy for tumours situated proximal to titanium dental implants. The
investigation involves decomposing the mixed field and recording Linear Energy
Transfer (LET) spectra to quantify the influence of metallic dental inserts
located behind the tumour. A conformal proton beam was used to deliver the
treatment plan to an anthropomorphic head phantom with two types of implants
(Ti and plastic) inserted in the target volume. The stray radiation resulting
during the irradiation was detected by a hybrid semiconductor pixel detector
MiniPIX Timepix3 that was placed distal to the Spread-out Bragg peak.
Visualization and field decomposition of stray radiation were generated using
algorithms trained in particle recognition based on artificial intelligence
convolution neural networks (AI CNN). Spectral sensitive aspects of the
scattered radiation were collected using two angular positions of the detector
relative to the beam direction: 0 and 60{\deg}. Using AI CNN, 3 classes of
particles were identified: protons, electrons & photons, ions & fast neutrons.
Placing a Ti implant in the beam's path resulted in predominantly electrons and
photons, contributing 52.2%, whereas for plastic implants, the contribution was
65.4%. Scattered protons comprised 45.5% and 31.9% with and without Ti inserts,
respectively. The LET spectra was derived for each group of particles, with
values ranging from 0.01 to 7.5 keV{\mu}m-1 for Ti/plastic implants. The
low-LET component was primarily composed of electrons and photons, while the
high-LET component corresponded to protons and ions. This method, complemented
by directional maps, holds potential for evaluating and validating treatment
plans involving stray radiation near organs at risk, offering precise
discrimination of the mixt field, enhancing in this way the LET calculation.",2023-12-21T21:30:43Z,http://arxiv.org/abs/2312.14304v1,dental implant
