title,authors,summary,published,link,keyword_used
Proposed Test of Quantum Nonlocality for Continuous Variables,"Hyunchul Nha, H. J. Carmichael","We propose a test of nonlocality for continuous variables using a two-mode
squeezed state as the source of nonlocal correlations and a measurement scheme
based on conditional homodyne detection. Both the CHSH- and the CH-inequality
are constructed from the conditional homodyne data and found to be violated for
a squeezing parameter larger than $r\approx0.48$.",2004-06-15T05:48:37Z,http://arxiv.org/abs/quant-ph/0406101v3,nha khoa
"Vacuum fluctuations and the conditional homodyne detection of squeezed
  light","H J Carmichael, Hyunchul Nha","Conditional homodyne detection of quadrature squeezing is compared with
standard nonconditional detection. Whereas the latter identifies
nonclassicality in a quantitative way, as a reduction of the noise power below
the shot noise level, conditional detection makes a qualitative distinction
between vacuum state squeezing and squeezed classical noise. Implications of
this comparison for the realistic interpretation of vacuum fluctuations
(stochastic electrodynamics) are discussed.",2004-06-15T04:29:11Z,http://arxiv.org/abs/quant-ph/0406102v1,nha khoa
"Entanglement within the Quantum Trajectory Description of Open Quantum
  Systems","Hyunchul Nha, H. J. Carmichael","The degree of entanglement in an open quantum system varies according to how
information in the environment is read. A measure of this contextual
entanglement is introduced based on quantum trajectory unravelings of the open
system dynamics. It is used to characterize the entanglement in a driven
quantum system of dimension $2\times\infty$ where the entanglement is induced
by the environmental interaction. A detailed mechanism for the
environment-induced entanglement is given.",2004-08-09T00:02:38Z,http://arxiv.org/abs/quant-ph/0408060v2,nha khoa
"Entanglement condition via su(2) and su(1,1) algebra using
  Schr{ö}dinger-Robertson uncertainty relation",Hyunchul Nha,"The Schr{\""o}dinger-Robertson inequality generally provides a stronger bound
on the product of uncertainties for two noncommuting observables than the
Heisenberg uncertainty relation, and as such, it can yield a stricter
separability condition in conjunction with partial transposition. In this
paper, using the Schr{\""o}dinger-Robertson uncertainty relation, the
separability condition previously derived from the su(2) and the su(1,1)
algebra is made stricter and refined to a form invariant with respect to local
phase shifts. Furthermore, a linear optical scheme is proposed to test this
invariant separability condition.",2007-04-16T05:40:09Z,http://arxiv.org/abs/0704.1939v2,nha khoa
"Linear optical scheme to demonstrate genuine multipartite entanglement
  for single-particle W states",Hyunchul Nha,"We consider the method of entanglement witness operator to verify genuine
multipartite entanglement for single-particle W states involving N parties. In
particular, linear optical schemes using photo detectors and beam splitters are
proposed to implement two different types of witness operator in experiment.
The first scheme that requires only a single measurement setting is shown to
detect genuine multipartite entanglement for the overall efficiency beyond
1-1/N. On the other hand, the second scheme with N+1 measurement settings
achieves success at a significantly lowered efficiency than 1-1/N.",2008-03-08T13:04:47Z,http://arxiv.org/abs/0803.1232v3,nha khoa
"Uncertainty inequalities as entanglement criteria for negative
  partial-transpose states","Hyunchul Nha, M. Suhail Zubairy","In this Letter, we show that the fulfillment of uncertainty relations is a
sufficient criterion for a quantum-mechanically permissible state. We
specifically construct two pseudo-spin observables for an arbitrary
non-positive Hermitian matrix whose uncertainty relation is violated. This
method enables us to systematically derive separability conditions for all
negative partial-transpose states in experimentally accessible forms. In
particular, generalized entanglement criteria are derived from the
Schrodinger-Robertson inequalities for bipartite continuous-variable states.",2008-05-06T09:31:49Z,http://arxiv.org/abs/0805.0619v4,nha khoa
Entanglement of Gaussian states using beam splitter,"Rabia Tahira, Manzoor Ikram, Hyunchul Nha, M. Suhail Zubairy","We study an experimental scheme to generate Gaussian two-mode entangled
states via beam splitter. Specifically, we consider a nonclassical Gaussian
state (squeezed state) and a thermal state as two input modes, and evaluate the
degree of entanglement at the output. Experimental conditions to generate
entangled outputs are completely identified and the critical thermal noise to
destroy entanglement is analytically obtained. By doing so, we discuss the
possibility to link the resistance to noise in entanglement generation with the
degree of single-mode nonclassicality.",2008-10-08T10:55:15Z,http://arxiv.org/abs/0810.1399v2,nha khoa
"Demonstrating higher-order nonclassical effects by photon-added
  classical states: Realistic schemes","Juhui Lee, Jaewan Kim, Hyunchul Nha","Detecting nonclassical properties that do not allow classical interpretation
of photoelectric counting events is one of the crucial themes in quantum
optics. Observation of individual nonclassical effects for a single-mode field,
however, has been so far practically confined to sub-Poissonian statistics and
quadrature squeezing. We show that a photon-added classical (coherent or
thermal) state exhibits generalized nonclassical features in all orders of
creation and annihilation operators, thereby becoming a promising candidate for
studying higher-order nonclassical effects. Our analysis demonstrates
robustness of these effects against nonideal experimental conditions.",2009-02-01T07:51:57Z,http://arxiv.org/abs/0902.0112v2,nha khoa
"Entanglement criteria and nonlocality for multi-mode continuous variable
  systems","Qingqing Sun, Hyunchul Nha, M. Suhail Zubairy","We demonstrate how to efficiently derive a broad class of inequalities for
entanglement detection in multi-mode continuous variable systems. The
separability conditions are established from partial transposition (PT) in
combination with several distinct necessary conditions for a quantum physical
state, which include previously established inequalities as special cases.
Remarkably, our method enables us to support Peres' conjecture to its full
generality within the framework of Cavalcanti-Foster-Reid-Drummond multipartite
Bell inequality [Phys. Rev. Lett. 99}, 210405 (2007)] that the nonlocality
necessarily implies negative PT entangled states.",2009-08-17T02:03:20Z,http://arxiv.org/abs/0908.2273v2,nha khoa
Rigorous criterion for characterizing correlated multiphoton emissions,"Hyun-Gue Hong, Hyunchul Nha, Jai-Hyung Lee, Kyungwon An","Strong correlation of photons, particularly in the single-photon regime, has
recently been exploited for various applications in quantum information
processing. Existing correlation measurements, however, do not fully
characterize multi-photon correlation in a relevant context and may pose
limitations in practical situations. We propose a conceptually rigorous, but
easy-to-implement, criterion for detecting correlated multi-photon emission out
of a quantum optical system, drawn from the context of wavefunction collapse.
We illustrate the robustness of our approach against experimental limitations
by considering an anharmonic optical system.",2010-03-10T21:21:34Z,http://arxiv.org/abs/1003.2212v2,nha khoa
"Linear amplification and quantum cloning for non-Gaussian continuous
  variables","Hyunchul Nha, G. J. Milburn, H. J. Carmichael","We investigate phase-insensitive linear amplification at the quantum limit
for single- and two-mode states and show that there exists a broad class of
non-Gaussian states whose nonclassicality survives even at an arbitrarily large
gain. We identify the corresponding observable nonclassical effects and find
that they include, remarkably, two-mode entanglement. The implications of our
results for quantum cloning outside the Gaussian regime are also addressed.",2010-09-13T06:37:40Z,http://arxiv.org/abs/1009.2306v2,nha khoa
"Quantum state engineering by a coherent superposition of photon
  subtraction and addition","Su-Yong Lee, Hyunchul Nha","We study a coherent superposition of field annihilation and creation operator
acting on continuous variable systems and propose its application for quantum
state engineering. Specifically, it is investigated how the superposed
operation transforms a classical state to a nonclassical one, together with
emerging nonclassical effects. We also propose an experimental scheme to
implement this elementary coherent operation and discuss its usefulness to
produce an arbitrary superposition of number states involving up to two
photons.",2010-09-13T13:43:31Z,http://arxiv.org/abs/1009.2390v2,nha khoa
"Loophole-free Bell test for continuous variables via wave and particle
  correlations","Se-Wan Ji, Jaewan Kim, Hai-Woong Lee, M. S. Zubairy, Hyunchul Nha","We derive two classes of multi-mode Bell inequalities under local realistic
assumptions, which are violated only by the entangled states negative under
partial transposition in accordance with the Peres conjecture. Remarkably, the
failure of local realism can be manifested by exploiting wave and particle
correlations of readily accessible continuous-variable states, with very large
violation of inequalities insensitive to detector-efficiency, which makes a
strong case for a loophole-free test.",2010-10-21T21:00:26Z,http://arxiv.org/abs/1010.4587v1,nha khoa
"Reply to the comment on ""Loophole-free Bell test for continuous
  variables via wave and particle correlations""","Se-Wan Ji, Jaewan Kim, Hai-Woong Lee, M. S. Zubairy, Hyunchul Nha","In a recent note, Cavalcanti and Scarani (CS) constructed a counter
local-hidden-variable model to explain the violation of our inequalities in
Phys. Rev. Lett. 105, 170404 (2010). Here, we briefly discuss some issues in
response to the comments raised by CS.",2010-10-28T07:34:54Z,http://arxiv.org/abs/1010.5879v2,nha khoa
"Efficient entanglement criteria beyond Gaussian limits using Gaussian
  measurements","Hyunchul Nha, Su-Yong Lee, Se-Wan Ji, M. S. Kim","We present a formalism to derive entanglement criteria beyond the Gaussian
regime that can be readily tested by only homodyne detection. The measured
observable is the Einstein-Podolsky-Rosen (EPR) correlation. Its arbitrary
functional form enables us to detect non-Gaussian entanglement even when an
entanglement test based on second-order moments fails. We illustrate the power
of our experimentally friendly criteria for a broad class of non-Gaussian
states under realistic conditions. We also show rigorously that quantum
teleportation for continuous variables employs a specific functional form of
EPR correlation.",2012-01-24T19:09:59Z,http://arxiv.org/abs/1201.5092v1,nha khoa
An explicit computation of the Hecke operator and the ghost conjecture,Nha Xuan Truong,"In this paper, we investigate the Hecke operator at p = 5 and show that the
upper minors of the matrix have non zero corank and, interestingly, follow the
same ghost pattern in the Ghost conjecture of Bergdall and Pollack. Due to this
facts, we conjecture that the slope of Hecke action in this case can be
computed using an appropriate variant of ghost series. Assume this result, we
achieve an upper bound for the slopes that is similar to the Gouvea's
(k-1)/(p+1) conjecture.",2020-11-16T03:57:43Z,http://arxiv.org/abs/2011.07708v3,nha khoa
Second-order superposition operations via Hong-Ou-Mandel interference,"Su-Yong Lee, Hyunchul Nha","We propose an experimental scheme to implement a second-order nonlocal
superposition operation and its variants by way of Hong-Ou-Mandel interference.
The second-order coherent operations enable us to generate a NOON state with
high particle number in a heralded fashion and also can be used to enhance the
entanglement properties of continuous variable states. We discuss the
feasibility of our proposed scheme considering realistic experimental
conditions such as on-off photodetectors with nonideal efficiency and imperfect
single-photon sources.",2012-04-12T11:30:24Z,http://arxiv.org/abs/1204.2687v1,nha khoa
"Demonstrating multipartite entanglement of single-particle W states:
  linear optical schemes","Hyunchul Nha, Jaewan Kim","We present two linear optical schemes using nonideal photodetectors to
demonstrate inseparability of W-type N-partite entangled states containing only
a single photon. First, we show that the pairwise entanglement of arbitrary two
modes chosen from N optical modes can be detected using the method proposed by
Nha and Kim [Phys. Rev. A 74, 012317 (2006)], thereby suggesting the full
inseparability among N parties. In particular, this scheme is found to succeed
for any nonzero quantum efficiency of photodetectors. Second, we consider a
quantum teleportation network using linear optics without auxiliary modes. The
conditional teleportation can be optimized by a suitable choice of the
transmittance of the beam splitter in the Bell measurement. Specifically, we
identify the conditions under which maximum fidelity larger than classical
bound 2/3 is achieved only in cooperation with other parties. We also
investigate the case of on-off photodetectors that cannot discriminate the
number of detected photons.",2006-08-07T07:43:13Z,http://arxiv.org/abs/quant-ph/0608055v2,nha khoa
"Enhancing quantum entanglement for continuous variables by a coherent
  superposition of photon subtraction and addition","Su-Yong Lee, Se-Wan Ji, Ho-Joon Kim, Hyunchul Nha","We investigate how the entanglement properties of a two-mode state can be
improved by performing a coherent superposition operation of photon subtraction
and addition, proposed by Lee and Nha [Phys. Rev. A 82, 053812 (2010)], on each
mode. We show that the degree of entanglement, the EPR-type correlation, and
the performance of quantum teleportation can be all enhanced for the output
state when the coherent operation is applied to a two-mode squeezed state. The
effects of the coherent operation are more prominent than those of the mere
photon subtraction and the addition particularly in the small squeezing regime,
whereas the optimal operation becomes the photon subtraction in the
large-squeezing regime.",2011-07-14T09:54:31Z,http://arxiv.org/abs/1107.2771v1,nha khoa
"Neural Hybrid Automata: Learning Dynamics with Multiple Modes and
  Stochastic Transitions","Michael Poli, Stefano Massaroli, Luca Scimeca, Seong Joon Oh, Sanghyuk Chun, Atsushi Yamashita, Hajime Asama, Jinkyoo Park, Animesh Garg","Effective control and prediction of dynamical systems often require
appropriate handling of continuous-time and discrete, event-triggered
processes. Stochastic hybrid systems (SHSs), common across engineering domains,
provide a formalism for dynamical systems subject to discrete, possibly
stochastic, state jumps and multi-modal continuous-time flows. Despite the
versatility and importance of SHSs across applications, a general procedure for
the explicit learning of both discrete events and multi-mode continuous
dynamics remains an open problem. This work introduces Neural Hybrid Automata
(NHAs), a recipe for learning SHS dynamics without a priori knowledge on the
number of modes and inter-modal transition dynamics. NHAs provide a systematic
inference method based on normalizing flows, neural differential equations and
self-supervision. We showcase NHAs on several tasks, including mode recovery
and flow learning in systems with stochastic transitions, and end-to-end
learning of hierarchical robot controllers.",2021-06-08T08:04:39Z,http://arxiv.org/abs/2106.04165v1,nha khoa
A multiparameter Garsia-Rodemich-Rumsey inequality and some applications,"Yaozhong Hu, Khoa Le","We extend the classical Garsia-Rodemich-Rumsey inequality to the
multiparameter situation. The new inequality is applied to obtain some joint
H\""older continuity along the rectangles for fractional Brownian fields $W(t,
x)$ and for the solution $u(t, y)$ of stochastic heat equation with additive
white noise.",2012-11-29T04:54:31Z,http://arxiv.org/abs/1211.6809v2,nha khoa
Nonlinear Young integrals via fractional calculus,"Yaozhong Hu, Khoa Le","For H\""older continuous functions $W(t,x)$ and $\varphi_t$, we define
nonlinear integral $\int_a^b W(dt, \varphi_t)$ via fractional calculus. This
nonlinear integral arises naturally in the Feynman-Kac formula for stochastic
heat equations with random coefficients. We also define iterated nonlinear
integrals.",2015-03-01T18:49:47Z,http://arxiv.org/abs/1503.00328v1,nha khoa
A remark on a result of Xia Chen,Khoa Lê,"We consider the parabolic Anderson model which is driven by a Gaussian noise
fractional in time and having certain scaling property in the spatial
variables. Recently, Xia Chen has obtained exact Lyapunov exponent for all
moments of positive integer orders. In this note, we explain how to extend Xia
Chen's result for all moments of order $p$, where $p$ is any real number at
least 2.",2015-09-27T18:55:24Z,http://arxiv.org/abs/1509.08120v1,nha khoa
The Hermite-Joubert problem and a conjecture of Brassil-Reichstein,Khoa Dang Nguyen,"We show that Hermite theorem fails for every integer $n$ of the form
$3^{k_1}+3^{k_2}+3^{k_3}$ with integers $k_1>k_2>k_3\geq 0$. This confirms a
conjecture of Brassil and Reichstein. We also obtain new results for the
relative Hermite-Joubert problem over a finitely generated field of
characteristic $0$.",2017-09-20T06:00:48Z,http://arxiv.org/abs/1709.06732v1,nha khoa
An analogue of Ruzsa's conjecture for polynomials over finite fields,"Jason P. Bell, Khoa D. Nguyen","In 1971, Ruzsa conjectured that if $f:\ \mathbb{N}\rightarrow\mathbb{Z}$ with
$f(n+k)\equiv f(n)$ mod $k$ for every $n,k\in\mathbb{N}$ and $f(n)=O(\theta^n)$
with $\theta<e$ then $f$ is a polynomial. In this paper, we investigate the
analogous problem for the ring of polynomials over a finite field.",2019-10-18T04:40:28Z,http://arxiv.org/abs/1910.08255v1,nha khoa
Superconductivity of nearly 2-D systems,"N. M. Khue, Le Ngoc Minh, Tran Tri Lan, Do Huu Nha","Effect of geometry on the superconductivity is considered. It is shown that
the for nearly two dimensional BCS systems the critical temperature is rapidly
increased with decreasing the thickness of the layer. The result is expected to
be useful in the explanation of high-Tc conductivity of the ceramic compounds.",1995-08-13T12:07:22Z,http://arxiv.org/abs/cond-mat/9508045v1,nha khoa
Quantum Teleportation of Light,"Changsuk Noh, A. Chia, Hyunchul Nha, M. J. Collett, H. J. Carmichael","Requirements for the successful teleportation of a beam of light, including
its temporal correlations, are discussed. Explicit expressions for the degrees
of first- and second-order optical coherence are derived. Teleportation of an
antibunched photon stream illustrates our results.",2008-10-03T02:58:17Z,http://arxiv.org/abs/0810.0565v1,nha khoa
"Positive definite preserving linear transformations on symmetric matrix
  spaces","Huynh Dinh Tuan, Tran Thi Nha Trang, Doan The Hieu","Base on some simple facts of Hadamard product, characterizations of positive
definite preserving linear transformations on real symmetric matrix spaces with
an additional assumption ""$\ra T(E_{ii})=1, i=1,2,..., n$"" or ""$T(A)>0\to A>
0$"", were given.",2010-08-07T14:47:27Z,http://arxiv.org/abs/1008.1347v1,nha khoa
"Regular Spacings of Complex Eigenvalues in the One-dimensional
  non-Hermitian Anderson Model","I. Ya. Goldsheid, B. A. Khoruzhenko","We prove that in dimension one the non-real eigenvalues of the non-Hermitian
Anderson (NHA) model with a selfaveraging potential are regularly spaced. The
class of selfaveraging potentials which we introduce in this paper is very wide
and in particular includes stationary potentials (with probability one) as well
as all quasi-periodic potentials. It should be emphasized that our approach
here is much simpler than the one we used before. It allows us a) to
investigate the above mentioned spacings, b) to establish certain properties of
the integrated density of states of the Hermitian Anderson models with
selfaveraging potentials, and c) to obtain (as a by-product) much simpler
proofs of our previous results concerned with non-real eigenvalues of the NHA
model.",2002-09-02T15:28:06Z,http://arxiv.org/abs/math-ph/0209005v1,nha khoa
"Distinguishing two single-mode Gaussian states by homodyne detection: An
  information-theoretic approach","Hyunchul Nha, H. J. Carmichael","It is known that the quantum fidelity, as a measure of the closeness of two
quantum states, is operationally equivalent to the minimal overlap of the
probability distributions of the two states over all possible POVMs; the POVM
realizing the minimum is optimal. We consider the ability of homodyne detection
to distinguish two single-mode Gaussian states, and investigate to what extent
it is optimal in this information-theoretic sense. We completely identify the
conditions under which homodyne detection makes an optimal distinction between
two single-mode Gaussian states of the same mean, and show that if the Gaussian
states are pure, they are always optimally distinguished.",2004-10-14T08:03:51Z,http://arxiv.org/abs/quant-ph/0410111v2,nha khoa
Decoherence of a two-state atom driven by coherent light,"Hyunchul Nha, H. J. Carmichael","Recent studies of the decoherence induced by the quantum nature of the laser
field driving a two-state atom [J. Gea-Banacloche, Phys. Rev. A 65, 022308
(2002); S. J. van Enk and H. J. Kimble, Quantum Inf. and Comp. 2, 1 (2002)]
have been questioned by Itano [W. M. Itano, Phys. Rev. A 68, 046301 (2003)] and
the proposal made that all decoherence is due to spontaneous emission. We
analyze the problem within the formalism of cascaded open quantum systems. Our
conclusions agree with the Itano proposal. We show that the decoherence,
nevertheless, may be divided into two parts--that due to forwards scattering
and to scattering out of the laser mode. Previous authors attribute the former
to the quantum nature of the laser field.",2004-11-01T09:05:40Z,http://arxiv.org/abs/quant-ph/0411007v1,nha khoa
"Entanglement criteria via the uncertainty relations in su(2) and su(1,1)
  algebra: detection of non-Gaussian entangled states","Hyunchul Nha, Jaewan Kim","We derive a class of inequalities, from the uncertainty relations of the
SU(1,1) and the SU(2) algebra in conjunction with partial transposition, that
must be satisfied by any separable two-mode states. These inequalities are
presented in terms of the su(2) operators J_x, J_y, and the total photon number
N_a+N_b. They include as special cases the inequality derived by Hillery and
Zubairy [Phys. Rev. Lett. 96, 050503 (2006)], and the one by Agarwal and Biswas
[New J. Phys. 7, 211 (2005)]. In particular, optimization over the whole
inequalities leads to the criterion obtained by Agarwal and Biswas. We show
that this optimal criterion can detect entanglement for a broad class of
non-Gaussian entangled states, i.e., the su(2) minimum-uncertainty states.
Experimental schemes to test the optimal criterion are also discussed,
especially the one using linear optical devices and photodetectors.",2005-12-21T12:55:32Z,http://arxiv.org/abs/quant-ph/0512180v3,nha khoa
"Unitary equivalence between ordinary intelligent states and generalized
  intelligent states",Hyunchul Nha,"Ordinary intelligent states (OIS) hold equality in the Heisenberg uncertainty
relation involving two noncommuting observables {A, B}, whereas generalized
intelligent states (GIS) do so in the more generalized uncertainty relation,
the Schrodinger-Robertson inequality. In general, OISs form a subset of GISs.
However, if there exists a unitary evolution U that transforms the operators
{A, B} to a new pair of operators in a rotation form, it is shown that an
arbitrary GIS can be generated by applying the rotation operator U to a certain
OIS. In this sense, the set of OISs is unitarily equivalent to the set of GISs.
It is the case, for example, with the su(2) and the su(1,1) algebra that have
been extensively studied particularly in quantum optics. When these algebras
are represented by two bosonic operators (nondegenerate case), or by a single
bosonic operator (degenerate case), the rotation, or pseudo-rotation, operator
U corresponds to phase shift, beam splitting, or parametric amplification,
depending on two observables {A, B}.",2007-09-20T23:04:14Z,http://arxiv.org/abs/0709.3307v2,nha khoa
Complete conditions for legitimate Wigner distributions,Hyunchul Nha,"Given a real-valued phase-space function, it is a nontrivial task to
determine whether it corresponds to a Wigner distribution for a physically
acceptable quantum state. This topic has been of fundamental interest for long,
and in a modern application, it can be related to the problem of entanglement
detection for multi-mode cases. In this paper, we present a hierarchy of
complete conditions for a physically realizable Wigner distribution. Our
derivation is based on the normally-ordered expansion, in terms of annihilation
andcreation operators, of the quasi-density operator corresponding to the
phase-space function in question. As a by-product, it is shown that the
phase-space distributions with elliptical symmetry can be readily diagonalized
in our representation, facilitating the test of physical realizability. We also
illustrate how the current formulation can be connected to the detection of
bipartite entanglement for continuous variables.",2008-04-30T04:27:25Z,http://arxiv.org/abs/0804.4727v3,nha khoa
Quantum linear amplifier enhanced by photon subtraction and addition,"Ho-Joon Kim, Su-Yong Lee, Se-Wan Ji, Hyunchul Nha","A deterministic quantum amplifier inevitably adds noise to an amplified
signal due to the uncertainty principle in quantum physics. We here investigate
how a quantum-noise-limited amplifier can be improved by additionally employing
the photon subtraction, the photon addition, and a coherent superposition of
the two, thereby making a probabilistic, heralded, quantum amplifier. We show
that these operations can enhance the performance in amplifying a coherent
state in terms of intensity gain, fidelity, and phase uncertainty. In
particular, the photon subtraction turns out to be optimal for the fidelity and
the phase concentration among these elementary operations, while the photon
addition also provides a significant reduction in the phase uncertainty with
the largest gain effect.",2012-01-30T07:26:48Z,http://arxiv.org/abs/1201.6120v1,nha khoa
Faithful measure of Quantum non-Gaussianity via quantum relative entropy,"Jiyong Park, Jaehak Lee, Kyunghyun Baek, Se-Wan Ji, Hyunchul Nha","We introduce a measure of quantum non-Gaussianity (QNG) for those quantum
states not accessible by a mixture of Gaussian states in terms of quantum
relative entropy. Specifically, we employ a convex-roof extension using all
possible mixed-state decompositions beyond the usual pure-state decompositions.
We prove that this approach brings a QNG measure fulfilling the properties
desired as a proper monotone under Gaussian channels and conditional Gaussian
operations. As an illustration, we explicitly calculate QNG for the noisy
single-photon states and demonstrate that QNG coincides with non-Gaussianity of
the state itself when the single-photon fraction is sufficiently large.",2018-09-09T16:18:31Z,http://arxiv.org/abs/1809.02999v2,nha khoa
"Constructing the astronomical observatory at Tay Nguyen University,
  Vietnam","Tan Le-Minh, Lam Tran-Quoc, Quang Nguyen-Luong","We are planning to build an observatory that includes a 40 cm optical
telescope at Tay Nguyen University (TNU), Daklak Province, Vietnam. In this
paper, we report the initial activities of our project. First, to prepare for
the scientific exploitation of the observatory, we organized the observational
nights for students at the International Center for Interdisciplinary Science
and Education, Qui Nhon in April 2017 and at the Nha Trang Observatory, Nha
Trang in November 2018. These activities aim to provide students with the
skills of astronomical observations and to create their passion in astronomy
study. Second, we are organizing the annual Exploration Program in Astrophysics
Research (EPAR) at TNU. The goals of EPAR are to promote the teaching and
learning activities at TNU and promoting collaboration between TNU and other
institutes. Finally, we are conducting joint research project between TNU and
Kyoto astronomical observatory of Kyoto university to prepare for the technical
details of the observatory.",2018-12-03T18:07:53Z,http://arxiv.org/abs/1812.00941v1,nha khoa
