title,authors,summary,published,link,keyword_used
"Periodontal Bone Loss Analysis via Keypoint Detection With Heuristic
  Post-Processing","Ryan Banks, Vishal Thengane, María Eugenia Guerrero, Nelly Maria García-Madueño, Yunpeng Li, Hongying Tang, Akhilanand Chaurasia","Calculating percentage bone loss is a critical test for periodontal disease
staging but is sometimes imprecise and time consuming when manually calculated.
This study evaluates the application of a deep learning keypoint and object
detection model, YOLOv8-pose, for the automatic identification of localised
periodontal bone loss landmarks, conditions and staging. YOLOv8-pose was
fine-tuned on 193 annotated periapical radiographs. We propose a keypoint
detection metric, Percentage of Relative Correct Keypoints (PRCK), which
normalises the metric to the average tooth size of teeth in the image. We
propose a heuristic post-processing module that adjusts certain keypoint
predictions to align with the edge of the related tooth, using a supporting
instance segmentation model trained on an open source auxiliary dataset. The
model can sufficiently detect bone loss keypoints, tooth boxes, and alveolar
ridge resorption, but has insufficient performance at detecting detached
periodontal ligament and furcation involvement. The model with post-processing
demonstrated a PRCK 0.25 of 0.726 and PRCK 0.05 of 0.401 for keypoint
detection, mAP 0.5 of 0.715 for tooth object detection, mesial dice score of
0.593 for periodontal staging, and dice score of 0.280 for furcation
involvement. Our annotation methodology provides a stage agnostic approach to
periodontal disease detection, by ensuring most keypoints are present for each
tooth in the image, allowing small imbalanced datasets. Our PRCK metric allows
accurate evaluation of keypoints in dental domains. Our post-processing module
adjusts predicted keypoints correctly but is dependent on a minimum quality of
prediction by the pose detection and segmentation models. Code: https://
anonymous.4open.science/r/Bone-Loss-Keypoint-Detection-Code. Dataset:
https://bit.ly/4hJ3aE7.",2025-03-05T00:34:29Z,http://arxiv.org/abs/2503.13477v1,periodontitis
Use of the Deep Learning Approach to Measure Alveolar Bone Level,"Chun-Teh Lee, Tanjida Kabir, Jiman Nelson, Sally Sheng, Hsiu-Wan Meng, Thomas E. Van Dyke, Muhammad F. Walji, Xiaoqian Jiang, Shayan Shams","Abstract:
  Aim: The goal was to use a Deep Convolutional Neural Network to measure the
radiographic alveolar bone level to aid periodontal diagnosis.
  Material and methods: A Deep Learning (DL) model was developed by integrating
three segmentation networks (bone area, tooth, cementoenamel junction) and
image analysis to measure the radiographic bone level and assign radiographic
bone loss (RBL) stages. The percentage of RBL was calculated to determine the
stage of RBL for each tooth. A provisional periodontal diagnosis was assigned
using the 2018 periodontitis classification. RBL percentage, staging, and
presumptive diagnosis were compared to the measurements and diagnoses made by
the independent examiners.
  Results: The average Dice Similarity Coefficient (DSC) for segmentation was
over 0.91. There was no significant difference in RBL percentage measurements
determined by DL and examiners (p=0.65). The Area Under the Receiver Operating
Characteristics Curve of RBL stage assignment for stage I, II and III was 0.89,
0.90 and 0.90, respectively. The accuracy of the case diagnosis was 0.85.
  Conclusion: The proposed DL model provides reliable RBL measurements and
image-based periodontal diagnosis using periapical radiographic images.
However, this model has to be further optimized and validated by a larger
number of images to facilitate its application.",2021-09-24T17:48:27Z,http://arxiv.org/abs/2109.12115v1,periodontitis
"Bayesian Nonparametric Policy Search with Application to Periodontal
  Recall Intervals","Qian Guan, Brian J. Reich, Eric B. Laber, Dipankar Bandyopadhyay","Tooth loss from periodontal disease is a major public health burden in the
United States. Standard clinical practice is to recommend a dental visit every
six months; however, this practice is not evidence-based, and poor dental
outcomes and increasing dental insurance premiums indicate room for
improvement. We consider a tailored approach that recommends recall time based
on patient characteristics and medical history to minimize disease progression
without increasing resource expenditures. We formalize this method as a dynamic
treatment regime which comprises a sequence of decisions, one per stage of
intervention, that follow a decision rule which maps current patient
information to a recommendation for their next visit time. The dynamics of
periodontal health, visit frequency, and patient compliance are complex, yet
the estimated optimal regime must be interpretable to domain experts if it is
to be integrated into clinical practice. We combine non-parametric Bayesian
dynamics modeling with policy-search algorithms to estimate the optimal dynamic
treatment regime within an interpretable class of regimes. Both simulation
experiments and application to a rich database of electronic dental records
from the HealthPartners HMO shows that our proposed method leads to better
dental health without increasing the average recommended recall time relative
to competing methods.",2018-10-10T02:32:12Z,http://arxiv.org/abs/1810.04338v1,periodontitis
Quantitative Ultrasound for Periodontal Soft Tissue Characterization,"Daria Poul, Ankita Samal, Amanda Rodriguez Betancourt, Carole Quesada, Hsun-Liang Chan, Oliver D. Kripfgans","Periodontal diseases affect 45.9\% of adults aged 30 or older in the United
States. Current diagnostic methods for clinical assessment of these diseases
are visual examination and bleeding on probing that are subjective,
qualitative, and/or invasive. Thus, there is a critical need for research on
noninvasive modalities for periodontal tissue characterization. Quantitative
Ultrasound (QUS) has shown promising results in noninvasive characterization of
various soft tissues; however, it has not been used in periodontics. This study
is among initial investigations into the application of QUS for periodontal
tissue characterization in the literature. Here, QUS analysis of oral soft
tissues (alveolar mucosa and gingiva) is performed in an in vivo animal study
including 10 swine. US scanning was performed at the first molar of all four
oral quadrants, resulting in a total of 40 scans. We investigated first order
speckle statistics of oral tissues by using the two-parameter Burr (power-law b
and scale factor l) and Nakagami models (shape factor m and scale factor
$\alpha$). Parametric imaging of these parameters was created using a sliding
kernel method sweeping regions of interest with a kernel size of 10 wavelengths
from a phantom study. Results showed that the difference between gingiva and
alveolar mucosa were statistically significant using Burr and Nakagami
parameters ($p-value<0.0001$). The Burr b and Nakagami m were higher in gingiva
while the Burr l and Nakagami {$\alpha$} were higher in alveolar mucosa.
Findings from QUS analyses agreed with observation from histology that showed
denser stains for gingiva. Linear classifications of these tissues using 2D
parameter spaces of the Burr and Nakagami models resulted in a segmentation
accuracy of 93.51\% and 90.91\%, respectively. We propose that QUS holds
promising potentials as an augmented tool for disease diagnosis in
periodontology.",2024-04-19T14:02:18Z,http://arxiv.org/abs/2404.12896v2,periodontitis
"Image Processing on IOPA Radiographs: A comprehensive case study on
  Apical Periodontitis","Diganta Misra, Vanshika Arora","With the recent advancements in Image Processing Techniques and development
of new robust computer vision algorithms, new areas of research within Medical
Diagnosis and Biomedical Engineering are picking up pace. This paper provides a
comprehensive in-depth case study of Image Processing, Feature Extraction and
Analysis of Apical Periodontitis diagnostic cases in IOPA (Intra Oral
Peri-Apical) Radiographs, a common case in oral diagnostic pipeline. This paper
provides a detailed analytical approach towards improving the diagnostic
procedure with improved and faster results with higher accuracy targeting to
eliminate True Negative and False Positive cases.",2018-12-23T11:38:35Z,http://arxiv.org/abs/1812.09693v2,periodontitis
BAREB: A Bayesian repulsive biclustering model for periodontal data,"Yuliang Li, Dipankar Bandyopadhyay, Fangzheng Xie, Yanxun Xu","Preventing periodontal diseases (PD) and maintaining the structure and
function of teeth are important goals for personal oral care. To understand the
heterogeneity in patients with diverse PD patterns, we develop BAREB, a
Bayesian repulsive biclustering method that can simultaneously cluster the PD
patients and their tooth sites after taking the patient- and site- level
covariates into consideration. BAREB uses the determinantal point process (DPP)
prior to induce diversity among different biclusters to facilitate parsimony
and interpretability. Since PD progression is hypothesized to be
spatially-referenced, BAREB factors in the spatial dependence among tooth
sites. In addition, since PD is the leading cause for tooth loss, the missing
data mechanism is non-ignorable. Such nonrandom missingness is incorporated
into BAREB. For the posterior inference, we design an efficient reversible jump
Markov chain Monte Carlo sampler. Simulation studies show that BAREB is able to
accurately estimate the biclusters, and compares favorably to alternatives. For
real world application, we apply BAREB to a dataset from a clinical PD study,
and obtain desirable and interpretable results. A major contribution of this
paper is the Rcpp implementation of BAREB, available at
https://github.com/YanxunXu/ BAREB.",2019-02-15T04:10:23Z,http://arxiv.org/abs/1902.05680v2,periodontitis
"Extracting periodontitis diagnosis in clinical notes with RoBERTa and
  regular expression","Yao-Shun Chuang, Chun-Teh Lee, Ryan Brandon, Trung Duong Tran, Oluwabunmi Tokede, Muhammad F. Walji, Xiaoqian Jiang","This study aimed to utilize text processing and natural language processing
(NLP) models to mine clinical notes for the diagnosis of periodontitis and to
evaluate the performance of a named entity recognition (NER) model on different
regular expression (RE) methods. Two complexity levels of RE methods were used
to extract and generate the training data. The SpaCy package and RoBERTa
transformer models were used to build the NER model and evaluate its
performance with the manual-labeled gold standards. The comparison of the RE
methods with the gold standard showed that as the complexity increased in the
RE algorithms, the F1 score increased from 0.3-0.4 to around 0.9. The NER
models demonstrated excellent predictions, with the simple RE method showing
0.84-0.92 in the evaluation metrics, and the advanced and combined RE method
demonstrating 0.95-0.99 in the evaluation. This study provided an example of
the benefit of combining NER methods and NLP models in extracting target
information from free-text to structured data and fulfilling the need for
missing diagnoses from unstructured notes.",2023-11-17T18:09:21Z,http://arxiv.org/abs/2311.10809v1,periodontitis
"Use GPT-J Prompt Generation with RoBERTa for NER Models on Diagnosis
  Extraction of Periodontal Diagnosis from Electronic Dental Records","Yao-Shun Chuang, Xiaoqian Jiang, Chun-Teh Lee, Ryan Brandon, Duong Tran, Oluwabunmi Tokede, Muhammad F. Walji","This study explored the usability of prompt generation on named entity
recognition (NER) tasks and the performance in different settings of the
prompt. The prompt generation by GPT-J models was utilized to directly test the
gold standard as well as to generate the seed and further fed to the RoBERTa
model with the spaCy package. In the direct test, a lower ratio of negative
examples with higher numbers of examples in prompt achieved the best results
with a F1 score of 0.72. The performance revealed consistency, 0.92-0.97 in the
F1 score, in all settings after training with the RoBERTa model. The study
highlighted the importance of seed quality rather than quantity in feeding NER
models. This research reports on an efficient and accurate way to mine clinical
notes for periodontal diagnoses, allowing researchers to easily and quickly
build a NER model with the prompt generation approach.",2023-11-17T18:14:08Z,http://arxiv.org/abs/2311.10810v1,periodontitis
"Multivariate and Online Transfer Learning with Uncertainty
  Quantification","Jimmy Hickey, Jonathan P. Williams, Brian J. Reich, Emily C. Hector","Untreated periodontitis causes inflammation within the supporting tissue of
the teeth and can ultimately lead to tooth loss. Modeling periodontal outcomes
is beneficial as they are difficult and time consuming to measure, but
disparities in representation between demographic groups must be considered.
There may not be enough participants to build group specific models and it can
be ineffective, and even dangerous, to apply a model to participants in an
underrepresented group if demographic differences were not considered during
training. We propose an extension to RECaST Bayesian transfer learning
framework. Our method jointly models multivariate outcomes, exhibiting
significant improvement over the previous univariate RECaST method. Further, we
introduce an online approach to model sequential data sets. Negative transfer
is mitigated to ensure that the information shared from the other demographic
groups does not negatively impact the modeling of the underrepresented
participants. The Bayesian framework naturally provides uncertainty
quantification on predictions. Especially important in medical applications,
our method does not share data between domains. We demonstrate the
effectiveness of our method in both predictive performance and uncertainty
quantification on simulated data and on a database of dental records from the
HealthPartners Institute.",2024-11-19T15:14:13Z,http://arxiv.org/abs/2411.12555v1,periodontitis
"Ultrasound Characterization of Oral Soft Tissues in vivo Using the Burr
  Speckle Model","Daria Poul, Ankita Samal, Amanda Rodriguez Betancourt, Carole Quesada, Hsun-Liang Chan, Oliver D. Kripfgans","Periodontal diseases, reportedly affect 4 out of 10 adults in the USA. The
standard of care for clinical assessments of these diseases is invasive,
subjective and semi-qualitative. Thus, research on proposing alternate
noninvasive modalities for clinical assessments of periodontal tissues is
crucial. Quantitative Ultrasound (QUS) has shown promises in noninvasive
assessments of various diseases in soft biological tissues; however, it has not
been employed in periodontology. Here as the first step, we focused on
QUS-based characterization of two very adjacent oral soft tissues of alveolar
mucosa and attached gingiva in an in vivo animal study. We investigated first
order ultrasonic speckle statistics using the two-parameter Burr model (b and
l). Our QUS analysis was compared with the Masson$'$s Trichrome histology
images of the two oral tissue types quantitatively using the RGB color
thresholding. QUS study included 10 swine and US scanning was performed at the
first and second molars, resulting in 80 scans. US scan data was acquired at
the frequency of 24 MHz. Results at both oral sites (molar 1 and molar 2)
showed that difference between the two tissue types using Burr parameters were
statistically significant (p$<0.0001$). The average Burr b was reported higher
in attached gingiva while the average Burr l was lower compared to mucosa. The
color thresholding of these images confirmed that the percent of blue, which
stains collagenous regions, was at least two times higher in gingiva compared
with alveolar mucosa. It was suggested that the elevated Burr b (related to
potential scatterer densities) in gingiva could be aligned with findings from
histology. This study showed a promising potential of QUS for clinical
assessment of periodontal soft tissues.",2024-09-22T04:43:37Z,http://arxiv.org/abs/2409.14314v2,periodontitis
Modeling Multivariate Mixed-Response Functional Data,"Beth A. Tidemann-Miller, Brian J. Reich, Ana-Maria Staicu","We propose a Bayesian modeling framework for jointly analyzing multiple
functional responses of different types (e.g. binary and continuous data). Our
approach is based on a multivariate latent Gaussian process and models the
dependence among the functional responses through the dependence of the latent
process. Our framework easily accommodates additional covariates. We offer a
way to estimate the multivariate latent covariance, allowing for implementation
of multivariate functional principal components analysis (FPCA) to specify
basis expansions and simplify computation. We demonstrate our method through
both simulation studies and an application to real data from a periodontal
study.",2016-01-11T14:37:58Z,http://arxiv.org/abs/1601.02461v1,periodontitis
"Artificial Intelligence in Extracting Diagnostic Data from Dental
  Records","Yao-Shun Chuang, Chun-Teh Lee, Oluwabunmi Tokede, Guo-Hao Lin, Ryan Brandon, Trung Duong Tran, Xiaoqian Jiang, Muhammad F. Walji","This research addresses the issue of missing structured data in dental
records by extracting diagnostic information from unstructured text. The
updated periodontology classification system's complexity has increased
incomplete or missing structured diagnoses. To tackle this, we use advanced AI
and NLP methods, leveraging GPT-4 to generate synthetic notes for fine-tuning a
RoBERTa model. This significantly enhances the model's ability to understand
medical and dental language. We evaluated the model using 120 randomly selected
clinical notes from two datasets, demonstrating its improved diagnostic
extraction accuracy. The results showed high accuracy in diagnosing periodontal
status, stage, and grade, with Site 1 scoring 0.99 and Site 2 scoring 0.98. In
the subtype category, Site 2 achieved perfect scores, outperforming Site 1.
This method enhances extraction accuracy and broadens its use across dental
contexts. The study underscores AI and NLP's transformative impact on
healthcare delivery and management. Integrating AI and NLP technologies
enhances documentation and simplifies administrative tasks by precisely
extracting complex clinical information. This approach effectively addresses
challenges in dental diagnostics. Using synthetic training data from LLMs
optimizes the training process, improving accuracy and efficiency in
identifying periodontal diagnoses from clinical notes. This innovative method
holds promise for broader healthcare applications, potentially improving
patient care quality.",2024-07-23T04:05:48Z,http://arxiv.org/abs/2407.21050v2,periodontitis
"Zero-inflated Poisson Factor Model with Application to Microbiome
  Absolute Abundance Data","Tianchen Xu, Ryan T. Demmer, Gen Li","Dimension reduction of high-dimensional microbiome data facilitates
subsequent analysis such as regression and clustering. Most existing reduction
methods cannot fully accommodate the special features of the data such as
count-valued and excessive zero reads. We propose a zero-inflated Poisson
factor analysis (ZIPFA) model in this article. The model assumes that
microbiome absolute abundance data follow zero-inflated Poisson distributions
with library size as offset and Poisson rates negatively related to the
inflated zero occurrences. The latent parameters of the model form a low-rank
matrix consisting of interpretable loadings and low-dimensional scores which
can be used for further analyses. We develop an efficient and robust
expectation-maximization (EM) algorithm for parameter estimation. We
demonstrate the efficacy of the proposed method using comprehensive simulation
studies. The application to the Oral Infections, Glucose Intolerance and
Insulin Resistance Study (ORIGINS) provides valuable insights into the relation
between subgingival microbiome and periodontal disease.",2019-10-26T03:19:08Z,http://arxiv.org/abs/1910.11985v1,periodontitis
Bayesian nonparametric multiway regression for clustered binomial data,"Eric F. Lock, Dipankar Bandyopadhyay","We introduce a Bayesian nonparametric regression model for data with multiway
(tensor) structure, motivated by an application to periodontal disease (PD)
data. Our outcome is the number of diseased sites measured over four different
tooth types for each subject, with subject-specific covariates available as
predictors. The outcomes are not well-characterized by simple parametric
models, so we use a nonparametric approach with a binomial likelihood wherein
the latent probabilities are drawn from a mixture with an arbitrary number of
components, analogous to a Dirichlet Process (DP). We use a flexible probit
stick-breaking formulation for the component weights that allows for covariate
dependence and clustering structure in the outcomes. The parameter space for
this model is large and multiway: patients $\times$ tooth types $\times$
covariates $\times$ components. We reduce its effective dimensionality, and
account for the multiway structure, via low-rank assumptions. We illustrate how
this can improve performance, and simplify interpretation, while still
providing sufficient flexibility. We describe a general and efficient Gibbs
sampling algorithm for posterior computation. The resulting fit to the PD data
outperforms competitors, and is interpretable and well-calibrated. An
interactive visual of the predictive model is available at
http://ericfrazerlock.com/toothdata/ToothDisplay.html , and the code is
available at https://github.com/lockEF/NonparametricMultiway .",2019-01-31T02:05:07Z,http://arxiv.org/abs/1901.11172v1,periodontitis
"Developing a Novel Approach for Periapical Dental Radiographs
  Segmentation","Elaheh Hatamimajoumerd, Farshad Tajeripour","Image processing techniques has been widely used in dental researches such as
human identification and forensic dentistry, teeth numbering, dental carries
detection and periodontal disease analysis. One of the most challenging parts
in dental imaging is teeth segmentation and how to separate them from each
other. In this paper, an automated method for teeth segmentation of Periapical
dental x-ray images which contain at least one root-canalled tooth is proposed.
The result of this approach can be used as an initial step in bone lesion
detection. The proposed algorithm is made of two stages. The first stage is
pre-processing. The second and main part of this algorithm calculated rotation
degree and uses the integral projection method for tooth isolation.
Experimental results show that this algorithm is robust and achieves high
accuracy.",2021-11-13T17:25:35Z,http://arxiv.org/abs/2111.07156v2,periodontitis
