title,authors,summary,published,link,keyword_used
From Univariate to Multivariate Uncertainty Calculation,Michael P. Krystek,"The Guide to the Expression of Uncertainty in Measurement (GUM) mainly deals
with measurement models having only a single output quantity. However, in many
cases more than one output quantity is required, where all of them are related
to a common set of input quantities. In order to evaluate the measurement
uncertainties associated with estimated expectations of these output
quantities, the uncertainty propagation as treated in the GUM requires an
appropriate extension. This article will introduce the concept of the
multivariate uncertainty calculation as an extension of the univariate
uncertainty calculation.",2010-08-16T16:02:22Z,http://arxiv.org/abs/1008.2700v2,gum disease
Gum 48d: an evolved HII region with ongoing star formation,"J. L. Karr, P Manoj, N Ohashi","High mass star formation and the evolution of HII regions have a substantial
impact on the morphology and star formation history of molecular clouds. The
HII region Gum 48d, located in the Centaurus Arm at a distance of 3.5 kpc, is
an old, well evolved HII region whose ionizing stars have moved off the main
sequence. As such, it represents a phase in the evolution of HII regions that
is less well studied than the earlier, more energetic, main sequence phase. In
this paper we use multi-wavelength archive data from a variety of sources to
perform a detailed study of this interesting region. Morphologically, Gum 48d
displays a ring-like faint HII region associated with diffuse emission from the
associated PDR, and is formed from part of a large, massive molecular cloud
complex. There is extensive ongoing star formation in the region, at scales
ranging from low to high mass, which is consistent with triggered star
formation scenarios. We investigate the dynamical history and evolution of this
region, and conclude that the original HII region was once larger and more
energetic than the faint region currently seen. The proposed history of this
molecular cloud complex is one of multiple, linked generations of star
formation, over a period of 10 Myr. Gum 48d differs significantly in morphology
and star formation that the other HII regions in the molecular cloud; these
differences are likely the result of the advanced age of the region, and its
different evolutionary status.",2009-03-05T09:03:12Z,http://arxiv.org/abs/0903.0934v1,gum disease
"About the probability distribution of a quantity with given mean and
  variance","Stefano Olivares, Matteo G. A. Paris","Supplement 1 to GUM (GUM-S1) recommends the use of maximum entropy principle
(MaxEnt) in determining the probability distribution of a quantity having
specified properties, e.g., specified central moments. When we only know the
mean value and the variance of a variable, GUM-S1 prescribes a Gaussian
probability distribution for that variable. When further information is
available, in the form of a finite interval in which the variable is known to
lie, we indicate how the distribution for the variable in this case can be
obtained. A Gaussian distribution should only be used in this case when the
standard deviation is small compared to the range of variation (the length of
the interval). In general, when the interval is finite, the parameters of the
distribution should be evaluated numerically, as suggested by I. Lira,
Metrologia, 46 L27 (2009). Here we note that the knowledge of the range of
variation is equivalent to a bias of the distribution toward a flat
distribution in that range, and the principle of minimum Kullback entropy (mKE)
should be used in the derivation of the probability distribution rather than
the MaxEnt, thus leading to an exponential distribution with non Gaussian
features. Furthermore, up to evaluating the distribution negentropy, we
quantify the deviation of mKE distributions from MaxEnt ones and, thus, we
rigorously justify the use of GUM-S1 recommendation also if we have further
information on the range of variation of a quantity, namely, provided that its
standard uncertainty is sufficiently small compared to the range.",2012-03-13T20:05:18Z,http://arxiv.org/abs/1203.2934v1,gum disease
An Implicit Parametric Morphable Dental Model,"Congyi Zhang, Mohamed Elgharib, Gereon Fox, Min Gu, Christian Theobalt, Wenping Wang","3D Morphable models of the human body capture variations among subjects and
are useful in reconstruction and editing applications. Current dental models
use an explicit mesh scene representation and model only the teeth, ignoring
the gum. In this work, we present the first parametric 3D morphable dental
model for both teeth and gum. Our model uses an implicit scene representation
and is learned from rigidly aligned scans. It is based on a component-wise
representation for each tooth and the gum, together with a learnable latent
code for each of such components. It also learns a template shape thus enabling
several applications such as segmentation, interpolation, and tooth
replacement. Our reconstruction quality is on par with the most advanced global
implicit representations while enabling novel applications. Project page:
https://vcai.mpi-inf.mpg.de/projects/DMM/",2022-11-21T12:23:54Z,http://arxiv.org/abs/2211.11402v1,gum disease
"Unifying the Scope of Bridging Anaphora Types in English: Bridging
  Annotations in ARRAU and GUM","Lauren Levine, Amir Zeldes","Comparing bridging annotations across coreference resources is difficult,
largely due to a lack of standardization across definitions and annotation
schemas and narrow coverage of disparate text domains across resources. To
alleviate domain coverage issues and consolidate schemas, we compare guidelines
and use interpretable predictive models to examine the bridging instances
annotated in the GUM, GENTLE and ARRAU corpora. Examining these cases, we find
that there is a large difference in types of phenomena annotated as bridging.
Beyond theoretical results, we release a harmonized, subcategorized version of
the test sets of GUM, GENTLE and the ARRAU Wall Street Journal data to promote
meaningful and reliable evaluation of bridging resolution across domains.",2024-10-02T01:56:28Z,http://arxiv.org/abs/2410.01170v1,gum disease
"Is the Gum Nebula an Important Interstellar Scattering Disk of
  Background Pulsars?","Rui Wang, Zhen Yan, Zhiqiang Shen, KeJia Lee, Yajun Wu, Rongbing Zhao, Zhipeng Huang, Xiaowei Wang, Jie Liu","The Gum Nebula is a faint supernova remnant extending about 40 degrees across
the southern sky, potentially affecting tens of background pulsars. Though the
view that the Gum Nebula acts as a potential scattering screen for background
pulsars has been recurrently mentioned over the past five decades, it has not
been directly confirmed. We chose the strong background pulsar PSR~B0740$-$28
as a probe and monitored its diffractive interstellar scintillation (DISS) at
2.25~$\&$~8.60~GHz simultaneously for about two years using the Shanghai Tian
Ma Radio Telescope (TMRT). DISS was detected at both frequencies and quantified
by two-dimensional autocorrelation analysis. We calculated their scattering
spectral index $\alpha$ and found that 9/21 of the observations followed the
theoretical predictions, while 4/21 of them clearly showed $\alpha < 4$. This
finding provides strong support for anomalous scattering along the pulsar line
of sight, due to the large frequency lever arm and the simultaneous features of
our dual-frequency observations. In comparison to the 2.25~GHz observations,
scintillation arcs were observed in 10/21 of the secondary spectrum plots for
8.60~GHz observations. Consequently, the highest frequency record for pulsar
scintillation arc detection was updated to 8.60~GHz. Our fitting results were
the most direct evidence for the view that the Gum Nebula acts as the
scattering screen for background pulsars, because both the distance
($245^{+69}_{-72}$~pc) and transverse speed ($22.4^{+4.1}_{-4.2}$~km/s) of the
scintillation screen are comparable with related parameters of the Gum Nebula.
Our findings indicated that anisotropic scattering provides a superior
explanation for the annual modulation of scintillation arcs than isotropic
scattering. Additionally, the orientation of its long axis was also fitted.",2024-10-11T08:47:18Z,http://arxiv.org/abs/2410.08628v1,gum disease
"Tuning the shear and extensional rheology of semi-flexible
  polyelectrolyte solutions","H. Moon, S. Yamani, G. H. McKinley, J. Lee","Semi-flexible polyelectrolytes are a group of biopolymers with a wide range
of applications from drag reducing agents in turbulent flows to thickening
agents in food and cosmetics. In this study, we investigate the rheology of
aqueous solutions of xanthan gum as a canonical semi-flexible polyelectrolyte
in steady shear and transient extensional flows via torsional rheometry and
dripping-onto-substrate (DoS), respectively. The high molecular weight of the
xanthan gum and the numerous charged groups on the side branches attached to
the backbone allow the shear and extensional rheology of the xanthan gum
solutions to be tuned over a wide range by changing the ionic strength of the
solvent. In steady shear flow, increasing the xanthan gum concentration
increases both the zero shear viscosity and the extent of shear-thinning of the
solution. Conversely, increasing the ionic strength of the solvent by addition
of sodium chloride (NaCl) decreases both the zero shear viscosity and the level
of shear-thinning. In transient extensional flow, increasing the xanthan gum
concentration changes the dynamics of the capillary thinning from an inelastic
power-law (IP) response to an elastocapillary (EC) balance, from which an
extensional relaxation time can be measured based on the rate of filament
thinning. Increasing the NaCl concentration decreases the extensional
relaxation time and the transient extensional viscosity of the viscoelastic
solution. Based on the dynamics of capillary thinning observed in the DoS
experiments, we provide a relationship for the smallest extensional relaxation
time that can be measured using DoS. We suggest that the change in the dynamics
of capillary thinning from an IP response to an EC response can be used as an
easy and robust experimental method for identifying the rheologically effective
overlap concentration of a semi-flexible polyelectrolyte solution, i.e., the
critical concentration at which polymer molecules start to interact with each
other to produce a viscoelastic strain-stiffening response (often perceived as
""stringiness"") in transient extensional flows such as those involved in
dripping, dispensing and filling operations.",2024-10-19T15:13:15Z,http://arxiv.org/abs/2410.15132v1,gum disease
Non-linear regression models for behavioral and neural data analysis,"Vincent Adam, Alexandre Hyafil","Regression models are popular tools in empirical sciences to infer the
influence of a set of variables onto a dependent variable given an experimental
dataset. In neuroscience and cognitive psychology, Generalized Linear Models
(GLMs) -including linear regression, logistic regression, and Poisson GLM- is
the regression model of choice to study the factors that drive participant's
choices, reaction times and neural activations. These methods are however
limited as they only capture linear contributions of each regressors. Here, we
introduce an extension of GLMs called Generalized Unrestricted Models (GUMs),
which allows to infer a much richer set of contributions of the regressors to
the dependent variable, including possible interactions between the regressors.
In a GUM, each regressor is passed through a linear or nonlinear function, and
the contribution of the different resulting transformed regressors can be
summed or multiplied to generate a predictor for the dependent variable. We
propose a Bayesian treatment of these models in which we endow functions with
Gaussian Process priors, and we present two methods to compute a posterior over
the functions given a dataset: the Laplace method and a sparse variational
approach, which scales better for large dataset. For each method, we assess the
quality of the model estimation and we detail how the hyperparameters (defining
for example the expected smoothness of the function) can be fitted. Finally, we
illustrate the power of the method on a behavioral dataset where subjects
reported the average perceived orientation of a series of gratings. The method
allows to recover the mapping of the grating angle onto perceptual evidence for
each subject, as well as the impact of the grating based on its position.
Overall, GUMs provides a very rich and flexible framework to run nonlinear
regression analysis in neuroscience, psychology, and beyond.",2020-02-03T18:00:18Z,http://arxiv.org/abs/2002.00920v1,gum disease
Young Stars near Cometary Globule CG 30 in the Tumultuous Gum Nebula,"Alexandra Yep, Russel J. White","We have conducted a high-dispersion ($R \sim$ 34,000) optical spectroscopic
study of 10 young stars near the cometary gloule CG 30 in the Gum Nebula, a
diffuse H \textsc{ii} region home to at least 32 cometary globules. All 10
spectroscopically observed stars at the nebula's northern edge are of low mass
(spectral types M4.5 - K5), have broad H$\alpha$ emission, and show spectral
veiling. Eight of the 10 are classical T Tauri stars. We spectroscopically
measure the photospheric properties of CG 30 IRS 4 inside CG 30. Though
embedded, CG 30 IRS 4 is T Tauri-like, with relatively slow projected rotation
and moderate veiling. Undepleted Li absorptions, strong H$\alpha$ emissions,
and positions well above the main sequence on an HR diagram suggest the 10
stars are $\lesssim$1 Myr old. Using our measurements, previous spectroscopy,
and previous photometry of 11 other young stars in the area, we determine
stellar, kinematic, and accretion properties of a total of 21 young stars.
Shared radial velocities, proper motions, distances, and ages suggest 14 of the
young stars (including CG 30 IRS 4) are kinematically related to CG 30. From
\textit{Gaia} DR2 distances to 6 of these stars, we derive a distance of
$358.1\pm2.2$ pc to the cometary globule complex CG 30/31/38. The CG 30
association has an accretor fraction of $29\pm14$\%, low for quiescent clusters
of similar age but consistent with other irradiated clusters. The Gum Nebula's
moderate radiation environment ($G_0=6.6^{+3.2}_{-2.7}$ at CG 30) may be strong
enough to shorten disk lifetimes.",2019-12-20T07:54:19Z,http://arxiv.org/abs/1912.09677v1,gum disease
Answer Generation through Unified Memories over Multiple Passages,"Makoto Nakatsuji, Sohei Okui","Machine reading comprehension methods that generate answers by referring to
multiple passages for a question have gained much attention in AI and NLP
communities. The current methods, however, do not investigate the relationships
among multiple passages in the answer generation process, even though topics
correlated among the passages may be answer candidates. Our method, called
neural answer Generation through Unified Memories over Multiple Passages
(GUM-MP), solves this problem as follows. First, it determines which tokens in
the passages are matched to the question. In particular, it investigates
matches between tokens in positive passages, which are assigned to the
question, and those in negative passages, which are not related to the
question. Next, it determines which tokens in the passage are matched to other
passages assigned to the same question and at the same time it investigates the
topics in which they are matched. Finally, it encodes the token sequences with
the above two matching results into unified memories in the passage encoders
and learns the answer sequence by using an encoder-decoder with a
multiple-pointer-generator mechanism. As a result, GUM-MP can generate answers
by pointing to important tokens present across passages. Evaluations indicate
that GUM-MP generates much more accurate results than the current models do.",2020-04-22T11:46:40Z,http://arxiv.org/abs/2004.13829v1,gum disease
"Holocrine Secretion and Kino Flow in Angiosperms: Their Role and
  Physiological Advantages in Plant Defence Mechanisms",Paulo Cabrita,"Kinos are plant exudates, rich in polyphenols, produced by several
angiosperms in reaction to damage. They flow out of kino veins,
schizolysigenous ducts composing an anatomically distinct continuous system of
tangentially anastomosing lacunae produced by the vascular cambium, which
encircle the plant. Kino is secreted holocrinously into the vein lumen by a
cambiform epithelium lined by suberized cells that separate kino veins from the
surrounding axial parenchyma. A model describing kino flow in eucalypts is
presented to investigate how vein distribution and structure, as well as kino
holocrine loading, crystallization, and viscosity affect flow. Considering
viscosity, vein anatomy, and a time-dependent holocrine loading of kino, the
unsteady Stokes equation was applied. Qualitatively, kino flow is similar to
resin flow. There is an increase in flow towards the vein open end, and both
pressure and flow depend on vein dimensions, kino properties and holocrine
loading. However, kino veins present a much smaller specific resistance to flow
compared to resin ducts. Also, unlike resin loading in conifers, holocrine kino
loading is not pressure-driven. The pressure and pressure gradient required to
drive an equally fast flow are smaller than what is observed on the resin ducts
of conifers. These results agree with previous observations on some angiosperms
and suggest that holocrinous gum flow may have lower metabolic energy costs;
thus presenting physiological advantages and possibly constituting an
evolutionary step of angiosperms in using internal secretory systems in plant
defence mechanisms compared to resin flow in conifers. Understanding of how
these physiological and morphological parameters affect kino flow might be
useful for selecting species and developing more sustainable and economically
viable methods of tapping gum and gum resin in angiosperms.",2019-02-20T13:08:19Z,http://arxiv.org/abs/1902.09308v2,gum disease
Collision of Two Stellar Associations in the Nearby Gum Nebula,"Alexandra C. Yep, Russel J. White","Based on Gaia DR2 data and new CHIRON radial velocities, we have discovered
that two nearby stellar associations UPK 535 (318.08 $\pm$ 0.29 pc,
$25^{+15}_{-10}$ Myr, 174 stars) and Yep 3 (339.54 $\pm$ 0.25 pc ,
$45^{+55}_{-20}$ Myr, 297 stars) in the Gum Nebula have recently collided. We
project stars' current positions, motions, and measurement uncertainties
backward and forward through time in a 10,000-trial Monte Carlo simulation. On
average, the associations' centres of mass come within 18.89 $\pm$ 0.73 pc of
each other 0.84 $\pm$ 0.03 Myr ago. A mode of 54 $\pm$ 7 close ($<$1 pc)
stellar encounters occur during the collision. We cannot predict specific
star-star close encounters with our current $\sim$7.6 pc distance precision and
21.5-per-cent-complete radial velocity sample. Never the less, we find that two
stars in UPK 535 and two stars in Yep 3 undergo a nonspecific close encounter
in $>$70 per cent of trials and multiple close encounters in $\sim$30 per cent.
On average, the closest approach of any two stars is 0.13 $\pm$ 0.06 pc, or
27,000 $\pm$ 12,000 au. With impulse-tracing values up to $2.7^{+3.1}_{-1.1}$
M$_{\odot}$ pc$^{-2}$ km$^{-1}$ s, such close encounters could perturb stars'
Oort cloud comets (if present), cause heavy bombardment events for exoplanets
(if present), and reshape solar system architectures. Finally, an expansion of
our simulation suggests other associations in the region are also interacting.
Association collisions may be commonplace, at least in the Gum Nebula
straddling the Galactic plane, and may spur solar system evolution more than
previously recognized.",2021-12-22T03:56:54Z,http://arxiv.org/abs/2112.11657v1,gum disease
BIMA observations of possible microwave background sources,"Lawrence M. Chernin, Douglas Scott","We present sensitive upper limits on the 90 GHz flux of known radio and
infrared sources in regions associated with possible cosmic microwave
background fluctuations at 0.5--1 degree scales. Specifically we look at the
MAX GUM region and the region of strongest fluctuation in the MSAM scan. None
of the known sources can account for the levels of anisotropy seen.",1994-08-05T06:46:01Z,http://arxiv.org/abs/astro-ph/9408021v1,gum disease
Discovering young stars in the Gum 31 region with infrared observations,"Henrike Ohlendorf, Thomas Preibisch, Benjamin Gaczkowski, Thorsten Ratzka, Judith Ngoumou, Veronica Roccatagliata, Rebekka Grellmann","Context. The Gum 31 bubble containing the stellar cluster NGC 3324 is a
poorly-studied young region close to the Carina Nebula.
  Aims. We are aiming to characterise the young stellar and protostellar
population in and around Gum 31 and to investigate the star-formation process
in this region.
  Methods. We identify candidate young stellar objects from Spitzer, WISE, and
Herschel data. Combining these, we analyse the spectral energy distributions of
the candidate young stellar objects. With density and temperature maps obtained
from Herschel data and comparisons to a 'collect and collapse' scenario for the
region we are able to further constrain the characteristics of the region as a
whole.
  Results. 661 candidate young stellar objects are found from WISE data, 91
protostar candidates are detected through Herschel observations in a 1.0 deg x
1.1 deg area. Most of these objects are found in small clusters or are well
aligned with the H II bubble. We also identify the sources of Herbig-Haro jets.
The infrared morphology of the region suggests that it is part of the larger
Carina Nebula complex.
  Conclusions. The location of the candidate young stellar objects in the rim
of the H II bubble is suggestive of their being triggered by a 'collect and
collapse' scenario, which agrees well with the observed parameters of the
region. Some candidate young stellar objects are found in the heads of pillars,
which points towards radiative triggering of star formation. Thus, we find
evidence that in the region different mechanisms of triggered star formation
are at work. Correcting the number of candidate young stellar objects for
contamination we find ~ 600 young stellar objects in Gum 31 above our
completeness limit of about 1 M_sol. Extrapolating the intital mass function
down to 0.1 M_sol, we estimate a total population of ~ 5000 young stars for the
region.",2013-01-31T21:00:02Z,http://arxiv.org/abs/1302.0007v1,gum disease
"On the evaluation of uncertainties for state estimation with the Kalman
  filter","S. Eichstädt, N. Makarava, C. Elster","The Kalman filter is an established tool for the analysis of dynamic systems
with normally distributed noise, and it has been successfully applied in
numerous application areas. It provides sequentially calculated estimates of
the system states along with a corresponding covariance matrix. For nonlinear
systems, the extended Kalman filter is often used which is derived from the
Kalman filter by linearization around the current estimate. A key issue in
metrology is the evaluation of the uncertainty associated with the Kalman
filter state estimates. The ""Guide to the Expression of Uncertainty in
Measurements"" (GUM) and its supplements serve as the de facto standard for
uncertainty evaluation in metrology. We explore the relationship between the
covariance matrix produced by the Kalman filter and a GUM-compliant uncertainty
analysis. In addition, also the results of a Bayesian analysis are considered.
For the case of linear systems with known system matrices, we show that all
three approaches are compatible. When the system matrices are not precisely
known, however, or when the system is nonlinear, this equivalence breaks down
and different results can be reached then. Though for precisely known nonlinear
systems the result of the extended Kalman filter still corresponds to the
linearized uncertainty propagation of GUM. The extended Kalman filter can
suffer from linearization and convergence errors. These disadvantages can be
avoided to some extent by applying Monte Carlo procedures, and we propose such
a method which is GUM-compliant and can also be applied online during the
estimation. We illustrate all procedures in terms of a two-dimensional dynamic
system and compare the results with those obtained by particle filtering, which
has been proposed for the approximate calculation of a Bayesian solution.
Finally, we give some recommendations based on our findings.",2016-05-04T11:49:22Z,http://arxiv.org/abs/1605.01235v1,gum disease
