title,authors,summary,published,link,keyword_used
CEPHA29: Automatic Cephalometric Landmark Detection Challenge 2023,"Muhammad Anwaar Khalid, Kanwal Zulfiqar, Ulfat Bashir, Areeba Shaheen, Rida Iqbal, Zarnab Rizwan, Ghina Rizwan, Muhammad Moazam Fraz","Quantitative cephalometric analysis is the most widely used clinical and
research tool in modern orthodontics. Accurate localization of cephalometric
landmarks enables the quantification and classification of anatomical
abnormalities, however, the traditional manual way of marking these landmarks
is a very tedious job. Endeavours have constantly been made to develop
automated cephalometric landmark detection systems but they are inadequate for
orthodontic applications. The fundamental reason for this is that the amount of
publicly available datasets as well as the images provided for training in
these datasets are insufficient for an AI model to perform well. To facilitate
the development of robust AI solutions for morphometric analysis, we organise
the CEPHA29 Automatic Cephalometric Landmark Detection Challenge in conjunction
with IEEE International Symposium on Biomedical Imaging (ISBI 2023). In this
context, we provide the largest known publicly available dataset, consisting of
1000 cephalometric X-ray images. We hope that our challenge will not only
derive forward research and innovation in automatic cephalometric landmark
identification but will also signal the beginning of a new era in the
discipline.",2022-12-09T12:25:58Z,http://arxiv.org/abs/2212.04808v2,orthodontics
"Two-Stage Mesh Deep Learning for Automated Tooth Segmentation and
  Landmark Localization on 3D Intraoral Scans","Tai-Hsien Wu, Chunfeng Lian, Sanghee Lee, Matthew Pastewait, Christian Piers, Jie Liu, Fang Wang, Li Wang, Chiung-Ying Chiu, Wenchi Wang, Christina Jackson, Wei-Lun Chao, Dinggang Shen, Ching-Chang Ko","Accurately segmenting teeth and identifying the corresponding anatomical
landmarks on dental mesh models are essential in computer-aided orthodontic
treatment. Manually performing these two tasks is time-consuming, tedious, and,
more importantly, highly dependent on orthodontists' experiences due to the
abnormality and large-scale variance of patients' teeth. Some machine
learning-based methods have been designed and applied in the orthodontic field
to automatically segment dental meshes (e.g., intraoral scans). In contrast,
the number of studies on tooth landmark localization is still limited. This
paper proposes a two-stage framework based on mesh deep learning (called
TS-MDL) for joint tooth labeling and landmark identification on raw intraoral
scans. Our TS-MDL first adopts an end-to-end \emph{i}MeshSegNet method (i.e., a
variant of the existing MeshSegNet with both improved accuracy and efficiency)
to label each tooth on the downsampled scan. Guided by the segmentation
outputs, our TS-MDL further selects each tooth's region of interest (ROI) on
the original mesh to construct a light-weight variant of the pioneering
PointNet (i.e., PointNet-Reg) for regressing the corresponding landmark
heatmaps. Our TS-MDL was evaluated on a real-clinical dataset, showing
promising segmentation and localization performance. Specifically,
\emph{i}MeshSegNet in the first stage of TS-MDL reached an averaged Dice
similarity coefficient (DSC) at \textcolor[rgb]{0,0,0}{$0.964\pm0.054$},
significantly outperforming the original MeshSegNet. In the second stage,
PointNet-Reg achieved a mean absolute error (MAE) of $0.597\pm0.761 \, mm$ in
distances between the prediction and ground truth for $66$ landmarks, which is
superior compared with other networks for landmark detection. All these results
suggest the potential usage of our TS-MDL in orthodontics.",2021-09-24T13:00:26Z,http://arxiv.org/abs/2109.11941v4,orthodontics
"CHaRNet: Conditioned Heatmap Regression for Robust Dental Landmark
  Localization","José Rodríguez-Ortega, Francisco Pérez-Hernández, Siham Tabik","Identifying anatomical landmarks in 3D dental models is vital for orthodontic
treatment, yet manual placement is complex and time-consuming. Although some
machine learning approaches have been proposed for automatic tooth landmark
detection in 3D Intraoral Scans (IOS), none provide a fully end-to-end solution
that bypasses teeth segmentation, limiting practical applicability. We
introduce CHaRNet (Conditioned Heatmap Regression Network), the first fully
end-to-end deep learning framework for tooth landmark detection in 3D IOS.
Unlike traditional two-stage workflows that segment teeth before detecting
landmarks, CHaRNet directly operates on the input point cloud, thus reducing
complexity and computational overhead. Our method integrates four modules: (1)
a point cloud encoder, (2) a point cloud decoder with a heatmap regression
head, (3) a teeth presence classification head, and (4) the novel Conditioned
Heatmap Regression (CHaR) module. By leveraging teeth presence classification,
the CHaR module dynamically adapts to missing teeth and enhances detection
accuracy in complex dental models. We evaluate CHaRNet using five point cloud
learning algorithms on a clinical dataset of 1,214 annotated 3D models. Both
the dataset and code will be publicly released to address the lack of open
datasets in orthodontics and inspire further research. CHaRNet achieves a Mean
Euclidean Distance Error (MEDE) of 0.51 mm on typical dental models and 1.28 mm
across all dentition types, with corresponding Mean Success Rates (MSR) of
87.06% and 82.40%, respectively. Notably, it exhibits robust performance on
irregular geometries, including models with missing teeth. This end-to-end
approach streamlines orthodontic workflows, enhances 3D IOS analysis precision,
and supports efficient computer-assisted treatment planning.",2025-01-22T18:35:57Z,http://arxiv.org/abs/2501.13073v4,orthodontics
Cone-beam CT for Dental Radiography,"Kaspar Höschel, Janos Juhasz","The cone beam computed tomography (CBCT) technique was first inserted in
dental imaging 15 years ago. Due to this technique 3D imaging in dentistry has
been excessively changed. The purpose beyond using CBCT instead of computed
tomography (CT) imaging is that CT can not be used in many cases in dentistry,
in addition to the higher radiation and cost of CT. Nowadays, CBCT can be
applied in diagnostics for several dental specialties because of the variety of
services it offers and the specification of use. In contrast to CT, CBCT has
shown great benefits in endodontics, implant planning oral and maxillofacial
surgery and even in orthodontics.",2018-12-10T16:13:38Z,http://arxiv.org/abs/1812.03900v1,orthodontics
"Step-by-Step Guide to Conducting Meta-Analysis of Dichotomous Outcomes
  Using RevMan in Dental Research Step-by-Step Guide to Conducting
  Meta-Analysis of Dichotomous Outcomes Using RevMan in Dental Research","Hoi-Jeong Lim, Su-Hyeon Park","Meta-analysis is a statistical method that combines the results of individual
studies on the same topic. This method is becoming popular, due to providing
the combined result that individual studies cannot provide and giving a more
precise result. Despite meta-analysis having such significance, there are few
Korean guides for the use of the Review Manager (RevMan) software. This study
will provide a step-by-step guide, using orthodontic mini-screw as a dental
example, to help researcher carry out meta-analysis more easily and accurately.",2025-02-27T11:54:55Z,http://arxiv.org/abs/2502.20019v1,orthodontics
Dense Representative Tooth Landmark/axis Detection Network on 3D Model,"Guangshun Wei, Zhiming Cui, Jie Zhu, Lei Yang, Yuanfeng Zhou, Pradeep Singh, Min Gu, Wenping Wang","Artificial intelligence (AI) technology is increasingly used for digital
orthodontics, but one of the challenges is to automatically and accurately
detect tooth landmarks and axes. This is partly because of sophisticated
geometric definitions of them, and partly due to large variations among
individual tooth and across different types of tooth. As such, we propose a
deep learning approach with a labeled dataset by professional dentists to the
tooth landmark/axis detection on tooth model that are crucial for orthodontic
treatments. Our method can extract not only tooth landmarks in the form of
point (e.g. cusps), but also axes that measure the tooth angulation and
inclination. The proposed network takes as input a 3D tooth model and predicts
various types of the tooth landmarks and axes. Specifically, we encode the
landmarks and axes as dense fields defined on the surface of the tooth model.
This design choice and a set of added components make the proposed network more
suitable for extracting sparse landmarks from a given 3D tooth model. Extensive
evaluation of the proposed method was conducted on a set of dental models
prepared by experienced dentists. Results show that our method can produce
tooth landmarks with high accuracy. Our method was examined and justified via
comparison with the state-of-the-art methods as well as the ablation studies.",2021-11-08T00:42:22Z,http://arxiv.org/abs/2111.04212v2,orthodontics
"'Aariz: A Benchmark Dataset for Automatic Cephalometric Landmark
  Detection and CVM Stage Classification","Muhammad Anwaar Khalid, Kanwal Zulfiqar, Ulfat Bashir, Areeba Shaheen, Rida Iqbal, Zarnab Rizwan, Ghina Rizwan, Muhammad Moazam Fraz","The accurate identification and precise localization of cephalometric
landmarks enable the classification and quantification of anatomical
abnormalities. The traditional way of marking cephalometric landmarks on
lateral cephalograms is a monotonous and time-consuming job. Endeavours to
develop automated landmark detection systems have persistently been made,
however, they are inadequate for orthodontic applications due to unavailability
of a reliable dataset. We proposed a new state-of-the-art dataset to facilitate
the development of robust AI solutions for quantitative morphometric analysis.
The dataset includes 1000 lateral cephalometric radiographs (LCRs) obtained
from 7 different radiographic imaging devices with varying resolutions, making
it the most diverse and comprehensive cephalometric dataset to date. The
clinical experts of our team meticulously annotated each radiograph with 29
cephalometric landmarks, including the most significant soft tissue landmarks
ever marked in any publicly available dataset. Additionally, our experts also
labelled the cervical vertebral maturation (CVM) stage of the patient in a
radiograph, making this dataset the first standard resource for CVM
classification. We believe that this dataset will be instrumental in the
development of reliable automated landmark detection frameworks for use in
orthodontics and beyond.",2023-02-15T17:31:56Z,http://arxiv.org/abs/2302.07797v1,orthodontics
"Generative Adversarial Networks for Dental Patient Identity Protection
  in Orthodontic Educational Imaging","Mingchuan Tian, Wilson Weixun Lu, Kelvin Weng Chiong Foong, Eugene Loh","Objectives: This research introduces a novel area-preserving Generative
Adversarial Networks (GAN) inversion technique for effectively de-identifying
dental patient images. This innovative method addresses privacy concerns while
preserving key dental features, thereby generating valuable resources for
dental education and research.
  Methods: We enhanced the existing GAN Inversion methodology to maximize the
preservation of dental characteristics within the synthesized images. A
comprehensive technical framework incorporating several deep learning models
was developed to provide end-to-end development guidance and practical
application for image de-identification.
  Results: Our approach was assessed with varied facial pictures, extensively
used for diagnosing skeletal asymmetry and facial anomalies. Results
demonstrated our model's ability to adapt the context from one image to
another, maintaining compatibility, while preserving dental features essential
for oral diagnosis and dental education. A panel of five clinicians conducted
an evaluation on a set of original and GAN-processed images. The generated
images achieved effective de-identification, maintaining the realism of
important dental features and were deemed useful for dental diagnostics and
education.
  Clinical Significance: Our GAN model and the encompassing framework can
streamline the de-identification process of dental patient images, enhancing
efficiency in dental education. This method improves students' diagnostic
capabilities by offering more exposure to orthodontic malocclusions.
Furthermore, it facilitates the creation of de-identified datasets for broader
2D image research at major research institutions.",2023-07-05T04:14:57Z,http://arxiv.org/abs/2307.02019v1,orthodontics
"Automatic Tooth Arrangement with Joint Features of Point and Mesh
  Representations via Diffusion Probabilistic Models","Changsong Lei, Mengfei Xia, Shaofeng Wang, Yaqian Liang, Ran Yi, Yuhui Wen, Yongjin Liu","Tooth arrangement is a crucial step in orthodontics treatment, in which
aligning teeth could improve overall well-being, enhance facial aesthetics, and
boost self-confidence. To improve the efficiency of tooth arrangement and
minimize errors associated with unreasonable designs by inexperienced
practitioners, some deep learning-based tooth arrangement methods have been
proposed. Currently, most existing approaches employ MLPs to model the
nonlinear relationship between tooth features and transformation matrices to
achieve tooth arrangement automatically. However, the limited datasets (which
to our knowledge, have not been made public) collected from clinical practice
constrain the applicability of existing methods, making them inadequate for
addressing diverse malocclusion issues. To address this challenge, we propose a
general tooth arrangement neural network based on the diffusion probabilistic
model. Conditioned on the features extracted from the dental model, the
diffusion probabilistic model can learn the distribution of teeth
transformation matrices from malocclusion to normal occlusion by gradually
denoising from a random variable, thus more adeptly managing real orthodontic
data. To take full advantage of effective features, we exploit both mesh and
point cloud representations by designing different encoding networks to extract
the tooth (local) and jaw (global) features, respectively. In addition to
traditional metrics ADD, PA-ADD, CSA, and ME_{rot}, we propose a new evaluation
metric based on dental arch curves to judge whether the generated teeth meet
the individual normal occlusion. Experimental results demonstrate that our
proposed method achieves state-of-the-art tooth alignment results and
satisfactory occlusal relationships between dental arches. We will publish the
code and dataset.",2023-12-23T02:27:15Z,http://arxiv.org/abs/2312.15139v1,orthodontics
TeethDreamer: 3D Teeth Reconstruction from Five Intra-oral Photographs,"Chenfan Xu, Zhentao Liu, Yuan Liu, Yulong Dou, Jiamin Wu, Jiepeng Wang, Minjiao Wang, Dinggang Shen, Zhiming Cui","Orthodontic treatment usually requires regular face-to-face examinations to
monitor dental conditions of the patients. When in-person diagnosis is not
feasible, an alternative is to utilize five intra-oral photographs for remote
dental monitoring. However, it lacks of 3D information, and how to reconstruct
3D dental models from such sparse view photographs is a challenging problem. In
this study, we propose a 3D teeth reconstruction framework, named TeethDreamer,
aiming to restore the shape and position of the upper and lower teeth. Given
five intra-oral photographs, our approach first leverages a large diffusion
model's prior knowledge to generate novel multi-view images with known poses to
address sparse inputs and then reconstructs high-quality 3D teeth models by
neural surface reconstruction. To ensure the 3D consistency across generated
views, we integrate a 3D-aware feature attention mechanism in the reverse
diffusion process. Moreover, a geometry-aware normal loss is incorporated into
the teeth reconstruction process to enhance geometry accuracy. Extensive
experiments demonstrate the superiority of our method over current
state-of-the-arts, giving the potential to monitor orthodontic treatment
remotely. Our code is available at
https://github.com/ShanghaiTech-IMPACT/TeethDreamer",2024-07-16T06:24:32Z,http://arxiv.org/abs/2407.11419v1,orthodontics
Transformation trees -- documentation of multimodal image registration,"Agnieszka Anna Tomaka, Dariusz Pojda, Michał Tarnawski, Leszek Luchowski","Multimodal image registration plays a key role in creating digital patient
models by combining data from different imaging techniques into a single
coordinate system. This process often involves multiple sequential and
interconnected transformations, which must be well-documented to ensure
transparency and reproducibility. In this paper, we propose the use of
transformation trees as a method for structured recording and management of
these transformations. This approach has been implemented in the dpVision
software and uses a dedicated .dpw file format to store hierarchical
relationships between images, transformations, and motion data. Transformation
trees allow precise tracking of all image processing steps, reduce the need to
store multiple copies of the same data, and enable the indirect registration of
images that do not share common reference points. This improves the
reproducibility of the analyses and facilitates later processing and
integration of images from different sources. The practical application of this
method is demonstrated with examples from orthodontics, including the
integration of 3D face scans, intraoral scans, and CBCT images, as well as the
documentation of mandibular motion. Beyond orthodontics, this method can be
applied in other fields that require systematic management of image
registration processes, such as maxillofacial surgery, oncology, and
biomechanical analysis. Maintaining long-term data consistency is essential for
both scientific research and clinical practice. It enables easier comparison of
results in longitudinal studies, improves retrospective analysis, and supports
the development of artificial intelligence algorithms by providing standardized
and well-documented datasets. The proposed approach enhances data organization,
allows for efficient analysis, and facilitates the reuse of information in
future studies and diagnostic procedures.",2025-01-31T13:49:16Z,http://arxiv.org/abs/2501.19140v2,orthodontics
"Prognostic factors associated with success rates of posterior
  orthodontic miniscrew implant","Sung-Bin Hong, Budi Kusnoto, Eunjeong Kim, Ellen A BeGole, Hyeon-Shik Hwang, Hoi-Jeong Lim","Three electronic searches were conducted to obtain articles in English
limited to clinical human studies published prior to March 2015. The outcome
measure was the success of MIs. Patient factors included age, gender, and jaw;
the MI factors included length and diameter. A metaanalysis was then performed
based on 17 individual studies. The quality of each study was assessed for
nonrandomized studies and quantified using the NewcastleOttawa Scale. The
outcome of the metaanalysis was a combined OR. Subgroup and sensitivity
analyses based on the study design, study quality, and sample size of MI were
performed.",2015-10-09T19:54:21Z,http://arxiv.org/abs/1510.02790v2,orthodontics
Bayesian Networks Analysis of Malocclusion Data,"Marco Scutari, Pietro Auconi, Guido Caldarelli, Lorenzo Franchi","In this paper we use Bayesian networks to determine and visualise the
interactions among various Class III malocclusion maxillofacial features during
growth and treatment. We start from a sample of 143 patients characterised
through a series of a maximum of 21 different craniofacial features. We
estimate a network model from these data and we test its consistency by
verifying some commonly accepted hypotheses on the evolution of these
disharmonies by means of Bayesian statistics. We show that untreated subjects
develop different Class III craniofacial growth patterns as compared to
patients submitted to orthodontic treatment with rapid maxillary expantion and
facemask therapy. Among treated patients the CoA segment (the maxillary length)
and the ANB angle (the antero-posterior relation of the maxilla to the
mandible) seem to be the skeletal subspaces that receive the main effect of the
treatment.",2017-02-09T17:57:14Z,http://arxiv.org/abs/1702.03862v3,orthodontics
"Mandibular Teeth Movement Variations in Tipping Scenario: A Finite
  Element Study on Several Patients","Torkan Gholamalizadeh, Sune Darkner, Paolo Maria Cattaneo, Peter Søndergaard, Kenny Erleben","Previous studies on computational modeling of tooth movement in orthodontic
treatments are limited to a single model and fail in generalizing the
simulation results to other patients. To this end, we consider multiple
patients and focus on tooth movement variations under the identical load and
boundary conditions both for intra- and inter-patient analyses. We introduce a
novel computational analysis tool based on finite element models (FEMs)
addressing how to assess initial tooth displacement in the mandibular dentition
across different patients for uncontrolled tipping scenarios with different
load magnitudes applied to the mandibular dentition. This is done by modeling
the movement of each patient's tooth as a nonlinear function of both load and
tooth size. As the size of tooth can affect the resulting tooth displacement, a
combination of two clinical biomarkers obtained from the tooth anatomy, i.e.,
crown height and root volume, is considered to make the proposed model
generalizable to different patients and teeth.",2020-10-11T14:51:21Z,http://arxiv.org/abs/2010.05258v1,orthodontics
"An Attention-Guided Deep Regression Model for Landmark Detection in
  Cephalograms","Zhusi Zhong, Jie Li, Zhenxi Zhang, Zhicheng Jiao, Xinbo Gao","Cephalometric tracing method is usually used in orthodontic diagnosis and
treatment planning. In this paper, we propose a deep learning based framework
to automatically detect anatomical landmarks in cephalometric X-ray images. We
train the deep encoder-decoder for landmark detection, and combine global
landmark configuration with local high-resolution feature responses. The
proposed frame-work is based on 2-stage u-net, regressing the multi-channel
heatmaps for land-mark detection. In this framework, we embed attention
mechanism with global stage heatmaps, guiding the local stage inferring, to
regress the local heatmap patches in a high resolution. Besides, the Expansive
Exploration strategy improves robustness while inferring, expanding the
searching scope without increasing model complexity. We have evaluated our
framework in the most widely-used public dataset of landmark detection in
cephalometric X-ray images. With less computation and manually tuning, our
framework achieves state-of-the-art results.",2019-06-17T15:11:31Z,http://arxiv.org/abs/1906.07549v3,orthodontics
"3D and 4D printing in dentistry and maxillofacial surgery: Recent
  advances and future perspectives","Danial Khorsandi, Amir Fahimipour, Payam Abasian, Sepehr Sadeghpour Saber, Mahla Seyedi, Sonia Ghanavati, Amir Ahmad, Andrea Amoretti De Stephanis, Fatemeh Taghavinezhad, Anna Leonova, Reza Mohammadinejad, Majid Shabani, Barbara Mazzolai, Virgilio Mattoli, Franklin R. Tay, Pooyan Makvandi","3D and 4D printing are cutting-edge technologies for precise and expedited
manufacturing of objects ranging from plastic to metal. Recent advances in 3D
and 4D printing technologies in dentistry and maxillofacial surgery enable
dentists to custom design and print surgical drill guides, temporary and
permanent crowns and bridges, orthodontic appliances and orthotics, implants,
mouthguards for drug delivery. In the present review, different 3D printing
technologies available for use in dentistry are highlighted together with a
critique on the materials available for printing. Recent reports of the
application of these printed platformed are highlighted to enable readers
appreciate the progress in 3D/4D printing in dentistry.",2021-03-29T09:39:26Z,http://arxiv.org/abs/2103.15455v1,orthodontics
