title,authors,summary,published,link,keyword_used
"A Novel Approach using CapsNet and Deep Belief Network for Detection and
  Identification of Oral Leukopenia","Hirthik Mathesh GV, Kavin Chakravarthy M, Sentil Pandi S","Oral cancer constitutes a significant global health concern, resulting in
277,484 fatalities in 2023, with the highest prevalence observed in low- and
middle-income nations. Facilitating automation in the detection of possibly
malignant and malignant lesions in the oral cavity could result in
cost-effective and early disease diagnosis. Establishing an extensive
repository of meticulously annotated oral lesions is essential. In this
research photos are being collected from global clinical experts, who have been
equipped with an annotation tool to generate comprehensive labelling. This
research presents a novel approach for integrating bounding box annotations
from various doctors. Additionally, Deep Belief Network combined with CAPSNET
is employed to develop automated systems that extracted intricate patterns to
address this challenging problem. This study evaluated two deep learning-based
computer vision methodologies for the automated detection and classification of
oral lesions to facilitate the early detection of oral cancer: image
classification utilizing CAPSNET. Image classification attained an F1 score of
94.23% for detecting photos with lesions 93.46% for identifying images
necessitating referral. Object detection attained an F1 score of 89.34% for
identifying lesions for referral. Subsequent performances are documented about
classification based on the sort of referral decision. Our preliminary findings
indicate that deep learning possesses the capability to address this complex
problem.",2025-01-01T15:45:00Z,http://arxiv.org/abs/2501.00876v1,oral health
"TIFTI: A Framework for Extracting Drug Intervals from Longitudinal
  Clinic Notes","Monica Agrawal, Griffin Adams, Nathan Nussbaum, Benjamin Birnbaum","Oral drugs are becoming increasingly common in oncology care. In contrast to
intravenous chemotherapy, which is administered in the clinic and carefully
tracked via structure electronic health records (EHRs), oral drug treatment is
self-administered and therefore not tracked as well. Often, the details of oral
cancer treatment occur only in unstructured clinic notes. Extracting this
information is critical to understanding a patient's treatment history. Yet,
this a challenging task because treatment intervals must be inferred
longitudinally from both explicit mentions in the text as well as from document
timestamps. In this work, we present TIFTI (Temporally Integrated Framework for
Treatment Intervals), a robust framework for extracting oral drug treatment
intervals from a patient's unstructured notes. TIFTI leverages distinct sources
of temporal information by breaking the problem down into two separate
subtasks: document-level sequence labeling and date extraction. On a labeled
dataset of metastatic renal-cell carcinoma (RCC) patients, it exactly matched
the labeled start date in 46% of the examples (86% of the examples within 30
days), and it exactly matched the labeled end date in 52% of the examples (78%
of the examples within 30 days). Without retraining, the model achieved a
similar level of performance on a labeled dataset of advanced non-small-cell
lung cancer (NSCLC) patients.",2018-11-30T13:50:15Z,http://arxiv.org/abs/1811.12793v2,oral health
"A Deployed Online Reinforcement Learning Algorithm In An Oral Health
  Clinical Trial","Anna L. Trella, Kelly W. Zhang, Hinal Jajal, Inbal Nahum-Shani, Vivek Shetty, Finale Doshi-Velez, Susan A. Murphy","Dental disease is a prevalent chronic condition associated with substantial
financial burden, personal suffering, and increased risk of systemic diseases.
Despite widespread recommendations for twice-daily tooth brushing, adherence to
recommended oral self-care behaviors remains sub-optimal due to factors such as
forgetfulness and disengagement. To address this, we developed Oralytics, a
mHealth intervention system designed to complement clinician-delivered
preventative care for marginalized individuals at risk for dental disease.
Oralytics incorporates an online reinforcement learning algorithm to determine
optimal times to deliver intervention prompts that encourage oral self-care
behaviors. We have deployed Oralytics in a registered clinical trial. The
deployment required careful design to manage challenges specific to the
clinical trials setting in the U.S. In this paper, we (1) highlight key design
decisions of the RL algorithm that address these challenges and (2) conduct a
re-sampling analysis to evaluate algorithm design decisions. A second phase
(randomized control trial) of Oralytics is planned to start in spring 2025.",2024-09-03T17:16:01Z,http://arxiv.org/abs/2409.02069v2,oral health
"Modelling disease progression with multi-level electronic health records
  data and informative observation times: an application to treating iron
  deficiency anaemia in primary care of the UK","Li Su, Yafeng Cheng, Dora I. A. Pereira, Jonathan J. Powell","Modelling disease progression of iron deficiency anaemia (IDA) following oral
iron supplement prescriptions is a prerequisite for evaluating the
cost-effectiveness of oral iron supplements. Electronic health records (EHRs)
from the Clinical Practice Research Datalink (CPRD) provide rich longitudinal
data on IDA disease progression in patients registered with 663 General
Practitioner (GP) practices in the UK, but they also create challenges in
statistical analyses. First, the CPRD data are clustered at multi-levels (i.e.,
GP practices and patients), but their large volume makes it computationally
difficult to implement estimation of standard random effects models for
multi-level data. Second, observation times in the CPRD data are irregular and
could be informative about the disease progression. For example, shorter/longer
gap times between GP visits could be associated with deteriorating/improving
IDA. Existing methods to address informative observation times are mostly based
on complex joint models, which adds more computational burden. To tackle these
challenges, we develop a computationally efficient approach to modelling
disease progression with EHRs data while accounting for variability at
multi-level clusters and informative observation times. We apply the proposed
method to the CPRD data to investigate IDA improvement and treatment
intolerance following oral iron prescriptions in primary care of the UK.",2021-07-29T13:34:55Z,http://arxiv.org/abs/2107.13956v1,oral health
Replicable Bandits for Digital Health Interventions,"Kelly W. Zhang, Nowell Closser, Anna L. Trella, Susan A. Murphy","Adaptive treatment assignment algorithms, such as bandit and reinforcement
learning algorithms, are increasingly used in digital health intervention
clinical trials. Causal inference and related data analyses are critical for
evaluating digital health interventions, deciding how to refine the
intervention, and deciding whether to roll-out the intervention more broadly.
However the replicability of these analyses has received relatively little
attention. This work investigates the replicability of statistical analyses
from trials deploying adaptive treatment assignment algorithms. We demonstrate
that many standard statistical estimators can be inconsistent and fail to be
replicable across repetitions of the clinical trial, even as the sample size
grows large. We show that this non-replicability is intimately related to
properties of the adaptive algorithm itself. We introduce a formal definition
of a ""replicable bandit algorithm"" and prove that under such algorithms, a wide
variety of common statistical analyses are guaranteed to be consistent. We
present both theoretical results and simulation studies based on a mobile
health oral health self-care intervention. Our findings underscore the
importance of designing adaptive algorithms with replicability in mind,
especially for settings like digital health where deployment decisions rely
heavily on replicated evidence. We conclude by discussing open questions on the
connections between algorithm design, statistical inference, and experimental
replicability.",2024-07-22T04:57:51Z,http://arxiv.org/abs/2407.15377v2,oral health
"A reference-invariant health disparity index based on Rényi
  divergence",Makram Talih,"One of four overarching goals of Healthy People 2020 (HP2020) is to achieve
health equity, eliminate disparities, and improve the health of all groups. In
health disparity indices (HDIs) such as the mean log deviation (MLD) and Theil
index (TI), disparities are relative to the population average, whereas in the
index of disparity (IDisp) the reference is the group with the least adverse
health outcome. Although the latter may be preferable, identification of a
reference group can be affected by statistical reliability. To address this
issue, we propose a new HDI, the R\'{e}nyi index (RI), which is
reference-invariant. When standardized, the RI extends the Atkinson index,
where a disparity aversion parameter can incorporate societal values associated
with health equity. In addition, both the MLD and TI are limiting cases of the
RI. Also, a symmetrized R\'{e}nyi index (SRI) can be constructed, resulting in
a symmetric measure in the two distributions whose relative entropy is being
evaluated. We discuss alternative symmetric and reference-invariant HDIs
derived from the generalized entropy (GE) class and the Bregman divergence, and
argue that the SRI is more robust than its GE-based counterpart to small
changes in the distribution of the adverse health outcome. We evaluate the
design-based standard errors and bootstrapped sampling distributions for the
SRI, and illustrate the proposed methodology using data from the National
Health and Nutrition Examination Survey (NHANES) on the 2001-04 prevalence of
moderate or severe periodontitis among adults aged 45-74, which track Oral
Health objective OH-5 in HP2020. Such data, which use a binary individual-level
outcome variable, are typical of HP2020 data.",2013-12-09T10:08:09Z,http://arxiv.org/abs/1312.2363v1,oral health
"AI-Dentify: Deep learning for proximal caries detection on bitewing
  x-ray -- HUNT4 Oral Health Study","Javier Pérez de Frutos, Ragnhild Holden Helland, Shreya Desai, Line Cathrine Nymoen, Thomas Langø, Theodor Remman, Abhijit Sen","Background: Dental caries diagnosis requires the manual inspection of
diagnostic bitewing images of the patient, followed by a visual inspection and
probing of the identified dental pieces with potential lesions. Yet the use of
artificial intelligence, and in particular deep-learning, has the potential to
aid in the diagnosis by providing a quick and informative analysis of the
bitewing images.
  Methods: A dataset of 13,887 bitewings from the HUNT4 Oral Health Study were
annotated individually by six different experts, and used to train three
different object detection deep-learning architectures: RetinaNet (ResNet50),
YOLOv5 (M size), and EfficientDet (D0 and D1 sizes). A consensus dataset of 197
images, annotated jointly by the same six dentist, was used for evaluation. A
five-fold cross validation scheme was used to evaluate the performance of the
AI models.
  Results: he trained models show an increase in average precision and
F1-score, and decrease of false negative rate, with respect to the dental
clinicians. When compared against the dental clinicians, the YOLOv5 model shows
the largest improvement, reporting 0.647 mean average precision, 0.548 mean
F1-score, and 0.149 mean false negative rate. Whereas the best annotators on
each of these metrics reported 0.299, 0.495, and 0.164 respectively.
  Conclusion: Deep-learning models have shown the potential to assist dental
professionals in the diagnosis of caries. Yet, the task remains challenging due
to the artifacts natural to the bitewing images.",2023-09-30T12:17:36Z,http://arxiv.org/abs/2310.00354v3,oral health
"Question Answering for Complex Electronic Health Records Database using
  Unified Encoder-Decoder Architecture","Seongsu Bae, Daeyoung Kim, Jiho Kim, Edward Choi","An intelligent machine that can answer human questions based on electronic
health records (EHR-QA) has a great practical value, such as supporting
clinical decisions, managing hospital administration, and medical chatbots.
Previous table-based QA studies focusing on translating natural questions into
table queries (NLQ2SQL), however, suffer from the unique nature of EHR data due
to complex and specialized medical terminology, hence increased decoding
difficulty. In this paper, we design UniQA, a unified encoder-decoder
architecture for EHR-QA where natural language questions are converted to
queries such as SQL or SPARQL. We also propose input masking (IM), a simple and
effective method to cope with complex medical terms and various typos and
better learn the SQL/SPARQL syntax. Combining the unified architecture with an
effective auxiliary training objective, UniQA demonstrated a significant
performance improvement against the previous state-of-the-art model for
MIMICSQL* (14.2% gain), the most complex NLQ2SQL dataset in the EHR domain, and
its typo-ridden versions (approximately 28.8% gain). In addition, we confirmed
consistent results for the graph-based EHR-QA dataset, MIMICSPARQL*.",2021-11-14T05:01:38Z,http://arxiv.org/abs/2111.14703v1,oral health
Oral squamous cell detection using deep learning,Samrat Kumar Dev Sharma,"Oral squamous cell carcinoma (OSCC) represents a significant global health
concern, with increasing incidence rates and challenges in early diagnosis and
treatment planning. Early detection is crucial for improving patient outcomes
and survival rates. Deep learning, a subset of machine learning, has shown
remarkable progress in extracting and analyzing crucial information from
medical imaging data.EfficientNetB3, an advanced convolutional neural network
architecture, has emerged as a leading model for image classification tasks,
including medical imaging. Its superior performance, characterized by high
accuracy, precision, and recall, makes it particularly promising for OSCC
detection and diagnosis. EfficientNetB3 achieved an accuracy of 0.9833,
precision of 0.9782, and recall of 0.9782 in our analysis. By leveraging
EfficientNetB3 and other deep learning technologies, clinicians can potentially
improve the accuracy and efficiency of OSCC diagnosis, leading to more timely
interventions and better patient outcomes. This article also discusses the role
of deep learning in advancing precision medicine for OSCC and provides insights
into prospects and challenges in leveraging this technology for enhanced cancer
care.",2024-08-16T14:34:57Z,http://arxiv.org/abs/2408.08939v1,oral health
"Exploring the Role of Convolutional Neural Networks (CNN) in Dental
  Radiography Segmentation: A Comprehensive Systematic Literature Review","Walid Brahmi, Imen Jdey, Fadoua Drira","In the field of dentistry, there is a growing demand for increased precision
in diagnostic tools, with a specific focus on advanced imaging techniques such
as computed tomography, cone beam computed tomography, magnetic resonance
imaging, ultrasound, and traditional intra-oral periapical X-rays. Deep
learning has emerged as a pivotal tool in this context, enabling the
implementation of automated segmentation techniques crucial for extracting
essential diagnostic data. This integration of cutting-edge technology
addresses the urgent need for effective management of dental conditions, which,
if left undetected, can have a significant impact on human health. The
impressive track record of deep learning across various domains, including
dentistry, underscores its potential to revolutionize early detection and
treatment of oral health issues. Objective: Having demonstrated significant
results in diagnosis and prediction, deep convolutional neural networks (CNNs)
represent an emerging field of multidisciplinary research. The goals of this
study were to provide a concise overview of the state of the art, standardize
the current debate, and establish baselines for future research. Method: In
this study, a systematic literature review is employed as a methodology to
identify and select relevant studies that specifically investigate the deep
learning technique for dental imaging analysis. This study elucidates the
methodological approach, including the systematic collection of data,
statistical analysis, and subsequent dissemination of outcomes. Conclusion:
This work demonstrates how Convolutional Neural Networks (CNNs) can be employed
to analyze images, serving as effective tools for detecting dental pathologies.
Although this research acknowledged some limitations, CNNs utilized for
segmenting and categorizing teeth exhibited their highest level of performance
overall.",2024-01-17T13:00:57Z,http://arxiv.org/abs/2401.09190v1,oral health
"Using artificial intelligence to detect chest X-rays with no significant
  findings in a primary health care setting in Oulu, Finland","Tommi Keski-Filppula, Marko Nikki, Marianne Haapea, Naglis Ramanauskas, Osmo Tervonen","Objectives: To assess the use of artificial intelligence-based software in
ruling out chest X-ray cases, with no significant findings in a primary health
care setting.
  Methods: In this retrospective study, a commercially available artificial
intelligence (AI) software was used to analyse 10 000 chest X-rays of Finnish
primary health care patients. In studies with a mismatch between an AI normal
report and the original radiologist report, a consensus read by two
board-certified radiologists was conducted to make the final diagnosis.
  Results: After the exclusion of cases not meeting the study criteria, 9579
cases were analysed by AI. Of these cases, 4451 were considered normal in the
original radiologist report and 4644 after the consensus reading. The number of
cases correctly found nonsignificant by AI was 1692 (17.7% of all studies and
36.4% of studies with no significant findings). After the consensus read, there
were nine confirmed false-negative studies. These studies included four cases
of slightly enlarged heart size, four cases of slightly increased pulmonary
opacification and one case with a small unilateral pleural effusion. This gives
the AI a sensitivity of 99.8% (95% CI= 99.65-99.92) and specificity of 36.4 %
(95% CI= 35.05-37.84) for recognising significant pathology on a chest X-ray.
  Conclusions: AI was able to correctly rule out 36.4% of chest X-rays with no
significant findings of primary health care patients, with a minimal number of
false negatives that would lead to effectively no compromise on patient safety.
No critical findings were missed by the software.",2022-05-17T06:48:01Z,http://arxiv.org/abs/2205.08123v1,oral health
"Figurative-cum-Commonsense Knowledge Infusion for Multimodal Mental
  Health Meme Classification","Abdullah Mazhar, Zuhair hasan shaik, Aseem Srivastava, Polly Ruhnke, Lavanya Vaddavalli, Sri Keshav Katragadda, Shweta Yadav, Md Shad Akhtar","The expression of mental health symptoms through non-traditional means, such
as memes, has gained remarkable attention over the past few years, with users
often highlighting their mental health struggles through figurative intricacies
within memes. While humans rely on commonsense knowledge to interpret these
complex expressions, current Multimodal Language Models (MLMs) struggle to
capture these figurative aspects inherent in memes. To address this gap, we
introduce a novel dataset, AxiOM, derived from the GAD anxiety questionnaire,
which categorizes memes into six fine-grained anxiety symptoms. Next, we
propose a commonsense and domain-enriched framework, M3H, to enhance MLMs'
ability to interpret figurative language and commonsense knowledge. The
overarching goal remains to first understand and then classify the mental
health symptoms expressed in memes. We benchmark M3H against 6 competitive
baselines (with 20 variations), demonstrating improvements in both quantitative
and qualitative metrics, including a detailed human evaluation. We observe a
clear improvement of 4.20% and 4.66% on weighted-F1 metric. To assess the
generalizability, we perform extensive experiments on a public dataset,
RESTORE, for depressive symptom identification, presenting an extensive
ablation study that highlights the contribution of each module in both
datasets. Our findings reveal limitations in existing models and the advantage
of employing commonsense to enhance figurative understanding.",2025-01-25T20:36:21Z,http://arxiv.org/abs/2501.15321v1,oral health
"Let it shine: Autofluorescence of Papanicolaou-stain improves AI-based
  cytological oral cancer detection","Wenyi Lian, Joakim Lindblad, Christina Runow Stark, Jan-Michaél Hirsch, Nataša Sladoje","Oral cancer is a global health challenge. It is treatable if detected early,
but it is often fatal in late stages. There is a shift from the invasive and
time-consuming tissue sampling and histological examination, toward
non-invasive brush biopsies and cytological examination. Reliable
computer-assisted methods are essential for cost-effective and accurate
cytological analysis, but the lack of detailed cell-level annotations impairs
model effectiveness. This study aims to improve AI-based oral cancer detection
using multimodal imaging and deep fusion. We combine brightfield and
fluorescence whole slide microscopy imaging to analyze Papanicolaou-stained
liquid-based cytology slides of brush biopsies collected from both healthy and
cancer patients. Due to limited cytological annotations, we utilize a weakly
supervised deep learning approach using only patient-level labels. We evaluate
various multimodal fusion strategies, including early, late, and three recent
intermediate fusion methods. Our results show: (i) fluorescence imaging of
Papanicolaou-stained samples provides substantial diagnostic information; (ii)
multimodal fusion enhances classification and cancer detection accuracy over
single-modality methods. Intermediate fusion is the leading method among the
studied approaches. Specifically, the Co-Attention Fusion Network (CAFNet)
model excels with an F1 score of 83.34% and accuracy of 91.79%, surpassing
human performance on the task. Additional tests highlight the need for precise
image registration to optimize multimodal analysis benefits. This study
advances cytopathology by combining deep learning and multimodal imaging to
enhance early, non-invasive detection of oral cancer, improving diagnostic
accuracy and streamlining clinical workflows. The developed pipeline is also
applicable in other cytological settings. Our codes and dataset are available
online for further research.",2024-07-02T01:05:35Z,http://arxiv.org/abs/2407.01869v2,oral health
Fuzzy Based Wellness Analyzer,"Rohit Ner, Dibya Prakash Das, Rishabh Kumar, Shubhika Garg","Social health and emotional wellness is a matter of concern in today's urban
world. Being the part of a metropolis has an effect on mental health through
the influence of increased stressors and factors such as overcrowded and
polluted environment, high levels of violence, and reduced social support. It
is important to realize that only healthy citizens can constitute together a
smart city. In this paper, we present a fuzzy-based approach for analyzing the
well being of a person. We track the general day to day activities of a person
and analyze its performance. To do so, we divide the factors affecting the
wellness of a person into three components which are the physical, productive
and social. Using these parameters, we output a coefficient for the overall
well being of a person.",2018-09-19T15:29:15Z,http://arxiv.org/abs/1809.07245v2,oral health
